SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc
10194	10000	2715	1	1	0	0	0	10	(10194) 五毒攻击阵法	万蛊噬心阵	五毒教中《蛊经》所载的古之阵法，以蛊术辅助布阵，诡秘难测。					1									
10197	1	13	0	0	0	0	0	1	(10197) 镇派招式	镇派招式	镇派招式					1									
10198	1	13	0	0	0	0	0	1	(10198) 镇派招式	镇派招式	镇派招式					1									
10200	1	13	0	0	0	0	0	1	(10200) 镇派招式	镇派招式	镇派招式					1									
10201	1	13	0	0	0	0	0	1	(10201) 镇派招式	镇派招式	镇派招式					1									
10209	0	13	1	1	0	0	0	1	(10209) GM用技能	GM用技能	测试技能					1									
10216	0	3167	1	1	0	0	0	3	(10216) 乾坤一掷	乾坤一掷	自唐门创立以来，此武功套路便乃立派之本，经诸代门主改进，不出手则已，一出手必令宿敌命丧黄泉。					1									
10218	0	3175	1	1	0	0	0	4	(10218) 百步穿杨	百步穿杨	相传此乃蜀国大将黄忠所遗箭法心得，非天生神力者难以精通。唐门前门主唐仲玄偶然得之，将其改进使其门下弟子均能修习。					1									
10219	0	3166	1	1	0	0	0	5	(10219) 九宫飞星	九宫飞星	唐简将九宫飞星图融入武学之中，步法玄妙无比，配以剧毒武器机关则威力倍增，可随时制敌于瞬息之间。					1									
10220	0	3194	1	1	0	0	0	6	(10220) 天魔无相	天魔无相	唐门历代门主潜心研习暗杀之法，无上诡道，天魔无相，习之者能精通各类奇技，或克敌，或自保，其中玄妙非一日可道尽。					1									
10224	0	3165	1	1	0	0	0	1	(10224) 惊羽诀	惊羽诀	惊羽穿杨连百中，鹰视狼顾壮志雄。唐门无上心法，利用各种奇巧锐器远距离精准打击敌人，使其插翅难飞。					1									
10225	0	3184	1	1	0	0	0	2	(10225) 天罗诡道	天罗诡道	天罗地网困龙蛇，神惊魄悸向黄泉。唐家堡秘传心法，利用特制淬毒机关和武器杀敌，实乃波谲云诡、出奇制胜之道。					1									
10226	0	3144	1	1	0	0	0	7	(10226) 唐门外功阵法	流星赶月阵	飞羽促劲风，流星赶寒月。唐简以天纵之姿苦研控弦心法，所发惊天飞羽风驰电掣、百步穿杨，令敌人几无闪避之可能。					1									
10227	0	3152	1	1	0	0	0	8	(10227) 唐门内功阵法	千机百变阵	千机存妙算，百变恒莫测。自唐家堡建立以来，历代唐门门主呕心沥血改良机关秘法，千变万化，威力无穷，神鬼莫测。					1									
10235	0	3816	1	1	0	0	0	3	(10235) 日月净世	日月净世	日灵腾炎，月魂凝华，以不可撼动之坚定信念去净化世间一切浊恶贪邪，明教至高至妙心法之一。					1									
10236	0	3813	1	1	0	0	0	4	(10236) 幻魔妙相	幻魔妙相	陆危楼取明教圣典《大光明录》中所载诸般明王暗母法相之意态，潜心所创之盖世武技。					1									
10237	0	3817	1	1	0	0	0	5	(10237) 御暗烬灭令	御暗烬灭令	御暗充为光明械，魔烬归灭离苦海。以无上光明之心，御使暗界之力，能降黑暗诸魔类，能灭一切诸魔法。					1									
10238	0	3815	1	1	0	0	0	6	(10238) 大圣明尊法	大圣明尊法	幸有明尊，永驱黑夜。以无难明尊之力抵御天下万劫，苦行勤修者必证光明。					1									
10242	0	3865	1	1	0	0	0	1	(10242) 焚影圣诀	焚影圣诀	光明妙火常辉耀，焚影驱暗恒如意。攻其所不备，却必救之处，寻觅机会，一击挫敌。明教功法之中，以此最擅于在对决中捕获那稍纵即逝之制胜良机。					1									
10243	0	3864	1	1	0	0	0	2	(10243) 明尊琉璃体	明尊琉璃体	倚托清净解脱门，普愿离诸生死苦。显化妙法无尽藏，明尊肉身琉璃相。动静随心，身化琉璃。					1									
10248	0	3878	1	1	0	0	0	7	(10248) 明教攻击阵法	炎威破魔阵	常胜炎威惊外道，诃罚恶业破邪魔。自陆危楼创立此阵以来，不知多少强敌陷身其中，最终只剩下归寂前的那一缕悔恨之意。					1									
10249	0	3876	1	1	0	0	0	8	(10249) 明教防御阵法	无量光明阵	无量妙境有明尊，光明遍洒三界中。明教弟子施展此阵时，心中自会响起明尊妙音，浑身如同沐浴无上光明，无畏任何伤痛挫折，勇往直前作战到底，直至击退强敌为止。					1									
10263	1	13	1	1	0	0	0	2	(10263) 打狗棒法	打狗棒法	丐帮代代相传的棒法，施展之时棒影飞舞，威力惊人，更有万千精妙变化，绝不容敌人有丝毫喘息的机会，实已臻至中原武学之绝诣。					1									
10264	1	13	1	1	0	0	0	3	(10264) 降龙掌法·上	降龙掌·上	丐帮神功，威震天下，堪称阳刚之至。精要之处全在运劲发力，劲强力猛取胜，每出一掌均有龙吟虎啸之势，蕴含绝大威力，无坚不摧，无固不破。					1	1								
10265	1	13	1	1	0	0	0	5	(10265) 逍遥行	逍遥行	四海逍遥任我行，携酒狂歌乐无忧。丐帮弟子不计其数，行走江湖多年自有独到心得，尹天赐从中有感而发，领悟出此门绝世奇功。					1	1								
10266	1	13	1	1	0	0	0	1	(10266) 华清宫回忆录	盾冲	盾冲		盾冲			1	1			1					
10268	0	4610	1	1	0	0	0	1	(10268) 笑尘诀	笑尘诀	降龙伏虎谈笑中，清风浊酒伴我行。至刚至猛亦灵动多变，丐帮武学易学难精，招式一气呵成，令敌人应接不暇。					1	1			1					
10296	1	13	1	1	0	0	0	4	(10296) 降龙掌法·下	降龙掌·下	测试技能					1	1								
10328	0	13	1	1	0	0	0	1	(10328) 安雨_剜心刺释放	剜心刺	测试技能					1	1			1					
10329	0	13	1	1	0	0	0	1	(10329) 安雨_剜心刺	剜心刺	测试技能		剜心刺			1	1			1					
10330	1	13	1	1	0	0	0	1	(10330) 安雨_杀无赦	杀无赦	杀无赦		杀无赦			1	1			1					
10330	2	13	1	1	0	0	0	1	(10330) 安雨_杀无赦	杀无赦（穿透）	杀无赦（穿透）		杀无赦（穿透）			1	1			1					
10330	3	13	1	1	0	0	0	1	(10330) 安雨_杀无赦	杀无赦（穿透）	测试技能					1	1			1					
10330	4	13	1	1	0	0	0	1	(10330) 安雨_杀无赦	杀无赦（穿透）	杀无赦（穿透）					1	1			1					
10331	0	13	1	1	0	0	0	1	(10331) 安雨_冰球4尺	刺骨冷息	测试技能					1	1			1					
10332	1	13	1	1	0	0	0	1	(10332) 安雨_冰球冷雨10尺	冷雨	测试技能					1	1			1					
10332	2	13	1	1	0	0	0	1	(10332) 安雨_冰球冷雨10尺	冷雨	测试技能					1	1			1					
10332	3	13	1	1	0	0	0	1	(10332) 安雨_冰球冷雨10尺	冷雨（穿透）	测试技能					1	1			1					
10332	4	13	1	1	0	0	0	1	(10332) 安雨_冰球冷雨10尺	冷雨	测试技能					1	1			1					
10333	0	13	1	1	0	0	0	1	(10333) 安雨_火球	炽热之息	测试技能					1	1			1					
10334	1	13	1	1	0	0	0	1	(10334) 安雨_火球赤雨10尺	赤雨	测试技能					1	1			1					
10334	2	13	1	1	0	0	0	1	(10334) 安雨_火球赤雨10尺	赤雨	测试技能					1	1			1					
10334	3	13	1	1	0	0	0	1	(10334) 安雨_火球赤雨10尺	赤雨（穿透）	测试技能					1	1			1					
10334	4	13	1	1	0	0	0	1	(10334) 安雨_火球赤雨10尺	赤雨	测试技能					1	1			1					
10335	1	13	1	1	0	0	0	1	(10335) 安雨_能量输入子弹表现	能量输入	测试技能					1	1			1					
10336	0	13	1	1	0	0	0	1	(10336) 安雨_能量输入直线AOE	真气洪流	测试技能					1	1			1					
10337	1	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	2	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	3	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	4	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	5	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	6	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	7	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城（穿透）	测试技能					1	1			1					
10337	8	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	9	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	10	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	11	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	12	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	13	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	14	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城（穿透）	测试技能					1	1			1					
10337	15	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	16	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	17	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	18	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	19	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	20	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	21	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城（穿透）	测试技能					1	1			1					
10337	22	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	23	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	24	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	25	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	26	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	27	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城	测试技能					1	1			1					
10337	28	13	1	1	0	0	0	1	(10337) 安雨_圣火焚城AOE	圣火焚城（穿透）	测试技能					1	1			1					
10338	0	13	1	1	0	0	0	1	(10338) 安雨_献祭蓝	献祭之仪	献祭之仪		献祭之仪			1	1			1					
10340	0	13	1	1	0	0	0	1	(10340) 白陶_双生协调	双生协调	测试技能					1	1			1					
10341	0	13	1	1	0	0	0	1	(10341) 白陶_阳性双生协作	双生协作	测试技能					1	1			1					
10342	0	13	1	1	0	0	0	1	(10342) 白陶_阴性双生协作	双生协作	测试技能					1	1			1					
10346	0	13	1	1	0	0	0	1	(10346) 白陶_双生协作表现	双生协作	测试技能					1	1			1					
10347	0	13	1	1	0	0	0	1	(10347) 白陶_疾风冲击吟唱表现	疾风冲击	测试技能					1	1			1					
10349	0	13	1	1	0	0	0	1	(10349) 雁门关之役_拓跋离_火炮瞄准_命中伤害	火炮	火炮					1	1			1					
10351	0	13	1	1	0	0	0	1	(10351) 三骑将_奔驰	疾驰	测试技能					1	1			1					
10352	0	13	1	1	0	0	0	1	(10352) 白陶_雪舞吟唱表现技能	漫天雪舞	测试技能					1	1			1					
10353	1	13	1	1	0	0	0	1	(10353) 曾黑强发钱实际828	通货膨胀	通货膨胀		通货膨胀			1	1			1					
10354	1	13	1	1	0	0	0	1	(10354) 曾黑强扣钱实际828	通货紧缩	通货紧缩		通货紧缩			1	1			1					
10355	1	13	1	1	0	0	0	1	(10355) 曾黑强有奖问答828	有奖问答	有奖问答		有奖问答			1	1			1					
10358	1	13	1	1	0	0	0	1	(10358) 步高现场加强828	职业加强	职业加强		职业加强			1	1			1					
10359	1	13	1	1	0	0	0	1	(10359) 步高现场削弱828	职业削弱	职业削弱		职业削弱			1	1			1					
10360	1	13	1	1	0	0	0	1	(10360) 步高教技能实际828	传授武学	传授武学		传授武学			1	1			1					
10361	1	13	1	1	0	0	0	1	(10361) 步高脑残给你看828	脑残给你看	脑残给你看		脑残给你看			1	1			1					
10363	1	13	1	1	0	0	0	1	(10363) 雄爷漫天花雨828	漫天花雨	漫天花雨		漫天花雨			1	1			1					
10364	1	13	1	1	0	0	0	1	(10364) 张大力不醉不归828	不醉不归	不醉不归		不醉不归			1	1			1					
10365	1	13	1	1	0	0	0	1	(10365) 张大力有奖问答828	有奖问答	有奖问答		有奖问答			1	1			1					
10367	1	13	1	1	0	0	0	1	(10367) 张大力扶摇直上828	扶摇直上	扶摇直上		扶摇直上			1	1			1					
10370	1	13	1	1	0	0	0	1	(10370) 李小俊黑屏828	酷炫黑屏	酷炫黑屏		酷炫黑屏			1	1			1					
10371	1	13	1	1	0	0	0	1	(10371) 李小俊掉线828	无情掉线	无情掉线		无情掉线			1	1			1					
10372	1	13	1	1	0	0	0	1	(10372) 李小俊提高延迟828	凶残延迟	凶残延迟		凶残延迟			1	1			1					
10383	0	6311	1	1	0	0	0	1	(10383) 寒铁诀	寒铁诀	塞外悲风切，交河冰已结。					1	1			1					
10384	0	6304	1	1	0	0	0	1	(10384) 破阵令	破阵令	寒沙连骑迹，朔吹断边声。					1	1			1					
10385	0	6301	1	1	0	0	0	1	(10385) 云城盾	云城盾	诈虏脑涂地，征夫血染衣。					1	1			1					
10386	0	6318	1	1	0	0	0	1	(10386) 苍雪刀	苍雪刀	免胄三方外，衔刀万里余。					1	1			1					
10389	0	6315	1	1	0	0	0	1	(10389) 铁骨衣	铁骨衣	此功运之有如铁甲在身，攻守兼备，近身者周身如芒在刺，亦难伤其分毫。					1	1			1					
10390	0	6314	1	1	0	0	0	1	(10390) 分山劲	分山劲	此功运之有如惊雷开山之势，霸道强横，非勇猛无匹者不能习。					1	1			1					
10391	0	6447	1	1	0	0	0	10	(10391) 临川列山阵	临川列山阵	荒裔一戎衣，灵台凯歌入。					1	1			1					
10391	1	6447	1	1	0	0	0	10	(10391) 临川列山阵	临川列山阵	荒裔一戎衣，灵台凯歌入。					1	1			1					
10391	9999	6447	1	1	0	0	0	1	(10391) 临川列山阵	临川列山阵	荒裔一戎衣，灵台凯歌入。					1	1			1					
10391	10000	6447	1	1	0	0	0	1	(10391) 临川列山阵	临川列山阵	荒裔一戎衣，灵台凯歌入。					1	1			1					
10392	0	6446	1	1	0	0	0	1	(10392) 锋凌横绝阵	锋凌横绝阵	边服胡尘起，长安汉将飞。					1	1			1					
10392	1	6446	1	1	0	0	0	1	(10392) 锋凌横绝阵	锋凌横绝阵	边服胡尘起，长安汉将飞。					1	1			1					
10392	9999	6446	1	1	0	0	0	1	(10392) 锋凌横绝阵	锋凌横绝阵	边服胡尘起，长安汉将飞。					1	1			1					
10392	10000	6446	1	1	0	0	0	1	(10392) 锋凌横绝阵	锋凌横绝阵	边服胡尘起，长安汉将飞。					1	1			1					
10394	0	13	1	1	0	0	0	1	(10394) 白陶_雪舞伤害AOE	漫天雪舞	测试技能					1	1			1					
10395	0	13	1	1	0	0	0	1	(10395) 白陶_冰冻AOE	冰霜一指	测试技能					1	1			1					
10398	1	13	1	1	0	0	0	1	(10398) 安雨_赤雨boss读条表现	赤雨	赤雨		赤雨			1	1			1					
10399	1	13	1	1	0	0	0	1	(10399) 安雨_冷雨boss读条表现	冷雨	冷雨		冷雨			1	1			1					
10402	0	13	1	1	0	0	0	1	(10402) 三骑将_冲刺	冲锋	冲锋					1	1			1					
10415	0	13	1	1	0	0	0	1	(10415) 骑乘_鸵鸟	骑乘	测试技能					1	1			1					
10423	0	13	1	1	0	0	0	1	(10423) 安雨_抽血链状	献祭（穿透）	献祭		献祭			1	1			1					
10424	0	13	1	1	0	0	0	1	(10424) 安雨_抽能量链状	献祭	献祭		献祭			1	1			1					
10437	1	13	1	1	0	0	0	1	(10437) 永王行宫_仙侣庭园	剑气引爆	测试技能					1	1			1					
10440	0	6311	1	1	0	0	0	1	(10440) 音	音	七情绝弦巅，超然入圣廓。					1	1			1					
10441	0	13	1	1	0	0	0	1	(10441) 曲	曲	一曲三湖春，余韵藏暗锋。					1	1			1					
10442	0	13	1	1	0	0	0	1	(10442) 气	气	天地两相迎，百家炼真君。					1	1			1					
10443	0	13	1	1	0	0	0	1	(10443) 影	影	浮光生暗影，乾坤载笙歌。					1	1			1					
10447	0	7071	1	1	0	0	0	1	(10447) 莫问	莫问	引气入声，共声和弦，拨弦成曲，凭曲定风。习此功者可以琴曲音波撩动敌人心脉，陷入幻境难以脱身。					1	1			1					
10448	0	7067	1	1	0	0	0	1	(10448) 相知	相知	以音锤意，以意律音，音意相合，探经查脉。习此功者可以内力弹奏音律，引导人体受损经脉，使伤势逐渐平复。					1	1			1					
10449	0	7061	1	1	0	0	0	10	(10449) 浮声清脉阵	浮声清脉阵	伊人未见声先至，清歌摇翠柳燕欢。					1	1			1					
10450	0	7046	1	1	0	0	0	10	(10450) 万籁金弦阵	万籁金弦阵	独影当归残月夜，珠钗斗草弄空弦。					1	1			1					
10464	1	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	2	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	3	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	4	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	5	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	6	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	7	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	8	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	9	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	10	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1					
10464	11	8424	1	1	0	0	0	1	(10464) 北傲诀	北傲诀	罡风起处刀鸣烈，龙出沧海撼雷霆。北傲诀进退由心，偃仰任意。练到深邃之处有气盈于膺，刀势展开时吞吐万里，傲意凌穹。					1	1			1				0	
10465	0	8550	1	1	0	0	0	1	(10465) 殷雷腿	殷雷腿	风驰电掣，绝云逐霄。					1	1			1					
10466	0	8577	1	1	0	0	0	1	(10466) 秀明尘身	秀明尘身	奋千钧之力，挥重刀巨刃。					1	1			1					
10467	0	8576	1	1	0	0	0	1	(10467) 松烟竹雾	松烟竹雾	万骑辟易，入无人之境。					1	1			1					
10468	0	8578	1	1	0	0	0	1	(10468) 雪絮金屏	雪絮金屏	开疆拓土，百战封爵。					1	1			1					
10469	0	8425	1	1	0	0	0	1	(10469) 霸刀阵法套路	霜岚洗锋阵	焕光焚炉混灵煞，金英霜岚洗神锋。					1	1			1					
10533	1	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	2	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	3	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	4	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	5	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	6	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	7	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	8	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	9	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	10	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1					
10533	11	10709	1	1	0	0	0	1	(10533) 凌海诀	凌海诀	涛卷波扬击重浪，雕翔破云驰烈风。凌海诀灵动恣意，迅猛无俦。以驭雕之术纵横重溟、伞击之技傲视群豪。习至绝处，九霄四海，逍遥随心。					1	1			1				0	
10535	0	13	1	1	0	0	0	1	(10535) 风起云扬诀	风起云扬诀	测试技能					1	1			1				0	
10539	0	13	1	1	0	0	0	1	(10539) 长空破云式	长空破云式	测试技能					1	1			1				0	
10540	0	13	1	1	0	0	0	1	(10540) 九霄踏云步	九霄踏云步	测试技能					1	1			1				0	
10541	0	13	1	1	0	0	0	1	(10541) 碧海缥缈掌	碧海缥缈掌	测试技能					1	1			1				0	
13016	0	3444	1	1	0	0	0	1	(13016) 雁门关之役_拓跋离_主角技能_格挡	格挡	格挡来自火炮的伤害并反弹					1	1			1					
13017	0	1482	1	1	0	0	0	1	(13017) 雁门关之役_拓跋离_主角技能_躲避_左	凌霄揽胜	凌霄揽胜		江湖轻功，向左侧迅速移动，可以避开敌人的攻击。过程中不受招式控制。			1	1			1					
13018	0	1489	1	1	0	0	0	1	(13018) 雁门关之役_拓跋离_主角技能_躲避_右	瑶台枕鹤	瑶台枕鹤		江湖轻功，向右侧迅速移动，可以避开敌人攻击。过程中不受招式控制。			1	1			1					
13019	0	1491	1	1	0	0	0	1	(13019) 雁门关之役_拓跋离_主角技能_躲避_后	迎风回浪	迎风回浪		江湖轻功，向后疾退，避开敌人的攻击。过程中不受招式控制。			1	1			1					
13020	0	1485	1	1	0	0	0	1	(13020) 雁门关之役_拓跋离_主角技能_躲避_扶摇	扶摇直上	扶摇直上		江湖轻功，身轻如燕，能跳的更高。			1	1			1					
13030	1	13	1	1	0	0	0	1	(13030) 毒云	怒心毒瘴	测试技能					1	1			1					
13031	1	13	1	1	0	0	0	1	(13031) 节日活动Boss-重击	钝击	测试技能					1	1			1					
13032	1	13	1	1	0	0	0	1	(13032) 节日活动Boss-嚎叫	镇山吼	测试技能					1	1			1					
13034	0	13	1	1	0	0	0	1	(13034) 雁门关之役_独孤问俗_颤地尘击	颤地尘击	测试技能					1	1			1					
13035	0	13	1	1	0	0	0	1	(13035) 史思明_盲眼血仆_嗅觉追踪驱散伤害	无处可逃	测试技能					1	1			1					
13037	0	13	1	1	0	0	0	1	(13037) 史思明_盲眼血仆_扇形攻击	怒击	测试技能					1	1			1					
13038	0	13	1	1	0	0	0	1	(13038) 史思明_盲眼血仆_自爆	同归于尽	测试技能					1	1			1					
13039	1	6675	1	1	0	0	0	1	(13039) 普通攻击_盾刀攻击	卷雪刀	威力来自于你手上的武器。		收放自由，威力无限			1	1			1					
13040	1	6351	1	1	0	0	0	1	(13040) 血怒	血怒	回复10点怒气。“分山劲”心法下<BUFF 8244 1 desc>，“铁骨衣”心法下<BUFF 8245 1 desc>，持续10秒；1秒内连续施展“血怒”其效果可叠加。<TALENT 14842 1 “血怒”效果期间自身外功破防等级提高15%。外功伤害招式会心，则使血怒持续时间延长2秒，最多触发3次><TALENT 14847 1 效果期间若自身气血值低于35%，受到攻击每层“血怒”为自身回复2%气血值，该效果每1秒最多触发一次><TALENT 14848 1 施展后为自身回复10%气血最大值><TALENT 13073 1 血怒效果期间每消耗或回复1点怒气为自身回复0.1%气血最大值><TALENT 13142 1 血怒效果期间自身威胁值提高30%，受疗伤效果提高10%><TALENT 13304 1 消耗5%气血，“血怒”效果提高100%，持续时间增加至25秒><TALENT 13395 1 获得4秒免控效果，该效果时间可累加><EnchantID 10146 附带“血影”效果，施展苍雪刀、云城盾套路下的招式将对目标进行血影重击>		怒血惊潮，云涌伤急。		辅助技，有效提高自身的伤害能力或防御能力。	1	1			1					辅助技，有效提高自身的伤害能力或防御能力。
