ID	MaxAmount	LevelLimit	Quality	QualityLevel	Category1	Category2	Category3	Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Label	SetID	SetIndex	Architecture	MaxAmountPerLand	Coin
1896	30000	1	1	1	4	4	0	0	0	0	0	0	10	10	10	0			0	999	
1897	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	999	
1898	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	999	
1899	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	999	
1900	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	999	
1901	30000	1	4	800	2	9	0	1215	348	0	337	348	10	10	10	0			0	16	
1902	30000	5	2	400	3	5	0	3	3	0	16	0	10	10	10	0	138	2	60	999	
1903	30000	5	2	400	3	5	0	3	3	0	16	0	10	10	10	0	138	3	60	999	
1904	30000	5	2	400	3	5	0	3	3	0	16	0	10	10	10	0	138	4	60	999	
1905	30000	8	3	615	3	5	0	9	9	0	43	0	10	10	10	0	138	5	170	999	
1906	30000	8	3	615	3	5	0	9	9	0	43	0	10	10	10	0	138	6	170	999	
1907	30000	10	4	820	3	5	0	23	23	0	107	0	10	10	10	0	138	7	430	80	
1908	30000	10	4	820	3	5	0	23	23	0	107	0	10	10	10	0	138	8	430	80	
1909	30000	1	4	1100	2	6	0	1096	3948	1133	1133	0	10	10	10	0	19	11	0	15	
1910	30000	6	3	600	2	8	0	255	247	891	0	255	10	10	10	0	124	10	4700	999	
1911	30000	1	2	400	2	7	0	38	86	38	38	38	10	10	10	0	59	5	0	999	
1912	30000	4	3	600	4	10	0	0	0	0	0	0	10	10	10	0			0	16	
1913	30000	4	3	600	4	10	0	0	0	0	0	0	10	10	10	0			0	16	
1914	30000	5	2	400	3	7	0	189	195	680	195	0	10	10	10	0	139	12	3580	999	
1915	30000	5	2	400	3	7	0	189	680	195	195	0	10	10	10	0	140	10	3580	999	
1916	30000	7	1	210	1	5	0	1	1	2	1	1	10	10	10	0	93	4	20	999	
1917	30000	12	3	600	1	5	0	12	12	12	12	12	10	10	10	0	104	14	170	999	
1918	30000	8	3	600	1	5	0	12	12	12	12	12	10	10	10	0	103	12	170	999	
1919	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0	63	9	0	999	
1920	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	17	70	999	
1921	30000	6	2	400	1	12	0	4	4	4	4	4	10	10	10	0	96	15	70	999	
1922	30000	8	1	200	1	12	0	0	0	1	4	0	10	10	10	0	98	13	20	999	
1923	30000	13	4	800	1	12	0	24	24	24	54	24	10	10	10	0	100	15	430	80	
1924	30000	1	2	400	1	12	0	4	4	4	4	4	10	10	10	0	62	7	0	999	
1925	30000	7	3	600	1	12	0	9	9	21	9	9	10	10	10	0	95	13	170	999	
1926	30000	1	1	200	1	12	0	1	0	0	0	4	10	10	10	0	62	16	0	999	
1927	30000	6	1	200	1	12	0	4	0	1	0	0	10	10	10	0	108	9	20	999	
1928	30000	12	3	600	1	12	0	0	9	9	0	42	10	10	10	0	106	7	170	999	
1929	30000	3	1	200	1	12	0	1	1	1	1	1	10	10	10	0	105	17	20	999	
1930	30000	1	1	200	1	12	0	1	4	0	0	0	10	10	10	0	63	20	0	999	
1931	30000	10	2	400	1	12	0	8	3	3	3	3	10	10	10	0	107	10	70	999	
1932	30000	9	3	600	3	9	0	123	371	0	0	0	10	10	10	0	137	5	1410	999	
1933	30000	9	3	600	3	9	0	123	371	0	0	0	10	10	10	0	137	6	1410	999	
1934	30000	9	3	600	3	9	0	123	371	0	0	0	10	10	10	0	137	7	1410	999	
1935	30000	20	2	400	3	9	0	0	0	0	0	0	10	10	10	0			0	999	
1936	30000	9	3	600	3	9	0	123	371	0	0	0	10	10	10	0	137	8	1410	999	
1937	30000	1	1	200	3	1	0	0	0	0	4	0	10	10	10	0	61	3	0	999	
1938	30000	1	1	200	3	1	0	0	0	0	0	4	10	10	10	0	61	4	0	999	
1939	30000	1	1	200	3	1	0	4	0	0	0	0	10	10	10	0	61	5	0	999	
1940	30000	1	4	1000	2	5	0	90	90	90	90	202	10	10	10	0			0	15	
1941	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0			0	9999	
1942	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0			0	9999	
1943	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1944	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1945	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1946	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1947	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1948	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1949	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1950	30000	1	3	600	2	16	0	291	129	129	129	129	10	10	10	0			0	9999	
1951	30000	1	3	600	2	9	0	144	144	324	144	144	10	10	10	0			0	9999	
1952	30000	1	4	800	2	8	0	660	1485	660	660	660	10	10	10	0			0	24	
1953	30000	1	2	400	2	1	0	115	259	115	115	115	10	10	10	0			0	9999	
1954	30000	1	4	800	2	5	0	67	315	67	0	0	10	10	10	0			0	15	
1955	30000	1	2	410	2	5	0	26	11	11	11	11	10	10	10	0			0	9999	
1956	30000	1	4	800	2	4	0	281	1312	0	281	0	10	10	10	0			0	20	
1957	30000	1	4	800	2	5	0	72	72	162	72	72	10	10	10	0			0	15	
1958	30000	1	3	600	2	6	0	374	842	374	374	374	10	10	10	0			0	9999	
1959	30000	1	3	600	2	6	0	374	374	842	374	374	10	10	10	0			0	9999	
1960	30000	1	2	400	2	6	0	149	149	149	336	149	10	10	10	0			0	9999	
1961	30000	1	1	200	2	6	0	37	84	37	37	37	10	10	10	0			0	9999	
1962	30000	1	4	800	2	6	0	2106	936	936	936	936	10	10	10	0			0	15	
1963	30000	1	2	400	2	6	0	149	149	336	149	149	10	10	10	0			0	9999	
1964	30000	1	2	400	3	13	0	72	336	72	0	0	10	10	10	0			0	9999	
1965	30000	1	3	600	3	13	0	648	180	186	186	0	10	10	10	0			0	9999	
1966	30000	1	1	200	3	5	0	0	4	0	0	0	10	10	10	0			0	9999	
1967	30000	1	1	200	3	5	0	0	0	4	0	0	10	10	10	0			0	9999	
1968	30000	1	2	400	3	5	0	3	0	3	16	0	10	10	10	0			0	9999	
1969	30000	1	2	400	2	7	0	37	37	0	36	129	10	10	10	0			0	9999	
1970	30000	1	2	400	2	8	0	99	356	102	102	0	10	10	10	0			0	9999	
1971	30000	6	3	600	2	7	0	93	90	324	0	93	10	10	10	0	25	8	1700	9999	
1972	30000	1	3	600	2	5	0	64	28	28	28	28	10	10	10	0			0	9999	
1973	30000	1	4	800	2	8	0	618	639	2227	639	0	10	10	10	0	61	8	11750	24	
1974	30000	1	4	800	2	5	0	72	72	72	72	162	10	10	10	0			0	15	
1975	30000	1	4	800	2	6	0	2106	936	936	936	936	10	10	10	0			0	15	
1976	30000	16	4	950	2	6	0	1111	2500	1111	1111	1111	10	10	10	0			19790	15	
1977	30000	1	3	600	2	6	0	374	374	842	374	374	10	10	10	0			0	9999	
1978	30000	1	2	400	2	6	0	149	336	149	149	149	10	10	10	0			0	9999	
1979	30000	1	1	200	2	5	0	2	6	2	2	2	10	10	10	0			0	9999	
1980	30000	1	3	615	2	5	0	29	29	29	66	29	10	10	10	0			0	9999	
1981	30000	1	4	800	2	5	0	72	72	162	72	72	10	10	10	0			0	15	
1982	30000	16	4	950	2	6	0	1111	2500	1111	1111	1111	10	10	10	0	24	1	19790	15	
1985	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1986	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1987	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1988	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1989	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1990	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1991	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1992	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1993	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1994	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1995	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1996	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1997	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1998	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
1999	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2000	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2001	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2002	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2003	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2004	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2005	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2006	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2007	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2008	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2009	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2010	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2011	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2012	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2013	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2014	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2015	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0			1	9999	
2018	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2019	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2020	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2021	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2022	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2023	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2024	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2025	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2026	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2027	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2028	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2029	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2030	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2031	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2032	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2033	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2034	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2035	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2036	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2037	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2038	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2039	30000	1	2	400	2	17	0	19	19	19	43	19	10	10	10	0	60	4	0	999	
2040	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0			0	9999	
2041	30000	5	3	600	3	9	0	123	371	0	0	0	10	10	10	0	61	7	1410	999	
2042	30000	1	4	800	2	7	0	225	0	0	225	1050	10	10	10	0			0	48	
2045	30000	3	2	400	3	4	0	81	83	291	83	0	10	10	10	0	130	29	1530	999	
2046	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0			420	999	
2047	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0			40	999	
2048	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	3	420	999	
2049	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	4	420	999	
2050	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	5	420	999	
2051	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	6	420	999	
2052	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	7	420	999	
2053	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	8	420	999	
2054	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	9	420	999	
2055	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	10	420	999	
2056	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	11	420	999	
2057	30000	9	3	600	1	8	0	30	30	30	30	30	10	10	10	0	102	12	420	999	
2058	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	8	40	999	
2059	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	9	40	999	
2060	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	10	40	999	
2061	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	11	40	999	
2062	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	12	40	999	
2063	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	13	40	999	
2064	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	14	40	999	
2065	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	15	40	999	
2066	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	16	40	999	
2067	30000	3	1	200	1	9	0	3	3	3	3	3	10	10	10	0	106	17	40	999	
2069	30000	2	2	400	3	1	0	3	16	0	3	0	10	10	10	0			0	999	
2070	30000	2	2	400	3	1	0	3	16	0	3	0	10	10	10	0			0	999	
2071	30000	2	2	400	3	1	0	3	16	0	3	0	10	10	10	0			0	999	
2072	30000	2	3	600	3	1	0	9	42	0	9	0	10	10	10	0			0	999	
2073	30000	2	3	600	3	1	0	9	42	0	9	0	10	10	10	0			0	999	
2074	30000	2	3	600	3	1	0	9	42	0	9	0	10	10	10	0			0	999	
2075	30000	2	4	800	3	1	0	22	105	0	22	0	10	10	10	0			0	999	
2076	30000	2	4	800	3	1	0	22	105	0	22	0	10	10	10	0			0	999	
2077	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0			1	9999	
2078	30000	8	3	600	1	8	0	30	30	30	30	30	10	10	10	0			420	999	
2079	30000	8	3	600	1	8	0	30	30	30	30	30	10	10	10	0	100	1	420	999	
2080	30000	8	3	600	1	8	0	30	30	30	30	30	10	10	10	0	100	2	420	999	
2081	30000	8	3	600	1	8	0	30	30	30	30	30	10	10	10	0	100	3	420	999	
2082	30000	8	3	600	1	8	0	30	30	30	30	30	10	10	10	0	100	4	420	999	
2083	30000	8	3	600	1	8	0	30	30	30	30	30	10	10	10	0	100	5	420	999	
2084	30000	8	3	600	1	8	0	30	30	30	30	30	10	10	10	0	100	6	420	999	
2085	30000	3	1	200	3	1	0	4	1	0	0	0	10	10	10	0	126	1	10	999	
2086	30000	4	1	200	3	1	0	4	1	0	0	0	10	10	10	0	126	2	10	999	
2087	30000	4	1	200	3	1	0	4	1	0	0	0	10	10	10	0	126	3	10	999	
2088	30000	5	1	200	3	1	0	4	1	0	0	0	10	10	10	0	126	4	10	999	
2089	30000	6	1	200	3	1	0	4	1	0	0	0	10	10	10	0	126	5	10	999	
2093	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0			170	999	
2094	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0	98	1	170	999	
2095	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0	98	2	170	999	
2096	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0	98	3	170	999	
2097	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0	98	4	170	999	
2098	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0	98	5	170	999	
2099	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0	98	6	170	999	
2100	30000	9	3	600	3	3	0	18	84	18	0	0	10	10	10	0	127	12	340	999	
2101	30000	2	1	200	2	17	0	21	4	0	4	0	10	10	10	0	110	8	80	999	
2102	30000	6	2	400	2	19	0	0	5	25	5	0	10	10	10	0	113	8	100	999	
2103	30000	3	2	400	2	19	0	0	25	5	5	0	10	10	10	0	113	9	100	999	
2104	30000	5	2	400	3	5	0	3	3	0	0	16	10	10	10	0	138	9	60	999	
2105	30000	8	3	600	3	5	0	9	9	0	0	42	10	10	10	0	138	10	170	999	
2106	30000	8	1	200	3	5	0	0	0	0	0	4	10	10	10	0	138	11	10	999	
2107	30000	5	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
2108	30000	3	1	200	1	7	0	3	3	3	3	3	10	10	10	0	87	12	40	999	
2109	30000	3	1	200	1	7	0	3	3	3	3	3	10	10	10	0	87	13	40	999	
2110	30000	3	1	200	1	7	0	3	3	3	3	3	10	10	10	0	92	12	40	999	
2111	30000	3	1	200	1	7	0	3	3	3	3	3	10	10	10	0	92	13	40	999	
2112	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0			170	999	
2113	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	11	170	999	
2114	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	12	170	999	
2115	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	13	170	999	
2116	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	14	170	999	
2117	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	15	170	999	
2118	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	16	170	999	
2119	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	17	170	999	
2120	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	18	170	999	
2121	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	19	170	999	
2122	30000	5	2	400	1	9	0	12	12	12	12	12	10	10	10	0	107	20	170	999	
2123	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	2	170	999	
2124	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	3	170	999	
2125	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	4	170	999	
2126	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	5	170	999	
2127	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	6	170	999	
2128	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	7	170	999	
2129	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	8	170	999	
2130	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	9	170	999	
2131	30000	2	2	400	1	8	0	12	12	12	12	12	10	10	10	0	105	10	170	999	
2132	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2133	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2134	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2135	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2136	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2137	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2138	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2139	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2140	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2141	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2142	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2143	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2144	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2145	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2146	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2147	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2148	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0				9999	
2149	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0				9999	
2150	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0				9999	
2151	30000	1	1	200	1	10	0	0	0	0	0	0	10	10	10	0			1	9999	
2152	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2153	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2154	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2155	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2156	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2157	30000	8	3	600	4	10	0	0	0	0	0	0	10	10	10	0	143	11	850	16	
2158	30000	1	4	800	2	7	0	540	240	240	240	240	10	10	10	0	151	1		48	
2159	30000	1	4	800	2	9	0	360	360	360	810	360	10	10	10	0	151	2		16	
2160	30000	1	4	800	2	6	0	936	936	936	936	2106	10	10	10	0	151	3		15	
2161	30000	1	4	800	2	8	0	660	660	660	660	1485	10	10	10	0	151	4		24	
2162	30000	4	4	820	3	3	0	210	45	45	0	0	10	10	10	0	60	2		10	
2163	30000	5	4	800	3	5	0	23	23	0	81	22	10	10	10	0	61	1		10	
2164	30000	1	1	1	9	3	0	0	0	0	0	0	10	10	10	0			1	999	
2165	30000	1	4	800	2	2	0	3780	1680	1680	1680	1680	10	10	10	0	150	1		4	
2166	30000	1	4	800	2	3	0	891	396	396	396	396	10	10	10	0	150	2		16	
2167	30000	1	4	800	3	13	0	1080	480	480	480	480	10	10	10	0	150	3		16	
2168	30000	1	4	800	2	13	0	2160	960	960	960	960	10	10	10	0	150	4		4	
2169	30000	1	4	800	3	9	0	445	198	198	198	198	10	10	10	0	150	5		32	
2170	30000	1	4	800	2	17	0	405	116	0	112	116	10	10	10	0	152	29	0	16	
2171	30000	15	4	925	1	3	0	1127	1127	1127	1127	1127	10	10	10	0			0	4	
2172	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0				999	
2173	30000	7	4	880	2	6	0	3474	965	997	997	0	10	10	10	0	26	11	18330	15	
2174	30000	1	4	880	2	3	0	435	980	435	435	435	10	10	10	0	45	2	0	16	
2175	30000	1	4	880	2	7	0	0	247	255	891	255	10	10	10	0	20	1	0	48	
2176	30000	1	4	880	3	6	0	1188	528	528	528	528	10	10	10	0	43	1	0	24	
2177	30000	6	4	880	3	6	0	1188	528	528	528	528	10	10	10	0	28	10	9400	24	
2178	30000	8	4	880	3	6	0	1188	528	528	528	528	10	10	10	0	28	11	9400	24	
2179	30000	10	4	900	3	6	0	540	540	1215	540	540	10	10	10	0	28	6	9610	24	
2180	30000	1	4	880	3	6	0	528	528	1188	528	528	10	10	10	0	20	2	0	24	
2181	30000	13	4	900	3	6	0	540	540	540	540	1215	10	10	10	0	28	7	9610	24	
2182	30000	14	4	925	3	6	0	555	1248	555	555	555	10	10	10	0	28	4	9880	24	
2183	30000	1	4	880	3	6	0	528	1188	528	528	528	10	10	10	0	44	4	0	24	
2184	30000	1	4	880	3	6	0	528	528	528	528	1188	10	10	10	0	21	1	0	24	
2185	30000	1	3	600	3	6	0	432	192	192	192	192	10	10	10	0	37	1	0	999	
2186	30000	10	4	900	2	11	0	270	270	270	607	270	10	10	10	0	26	5	4800	36	
2187	30000	1	3	600	2	11	0	96	96	216	96	96	10	10	10	0	37	6	0	999	
2188	30000	6	3	600	2	11	0	96	96	216	96	96	10	10	10	0	24	7	1700	999	
2189	30000	1	4	880	2	17	0	132	132	132	297	132	10	10	10	0	35	1	0	16	
2190	30000	1	4	880	2	11	0	264	594	264	264	264	10	10	10	0	21	2	0	36	
2191	30000	1	4	880	3	14	0	1098	488	488	488	488	10	10	10	0	36	2	0	16	
2192	30000	15	4	925	3	14	0	497	0	481	1732	497	10	10	10	0	28	5	9140	16	
2193	30000	1	4	880	3	14	0	488	1098	488	488	488	10	10	10	0	20	3	0	16	
2194	30000	1	1	200	3	14	0	0	0	0	0	0	10	10	10	0				16	
2195	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0				160	
2196	30000	1	4	880	3	7	0	1386	3118	1386	1386	1386	10	10	10	0	45	3	0	8	
2197	30000	1	4	880	2	16	0	356	356	801	356	356	10	10	10	0	21	3	0	32	
2198	30000	1	4	880	2	16	0	356	801	356	356	356	10	10	10	0	21	4	0	32	
2199	30000	8	4	880	2	17	0	132	297	132	132	132	10	10	10	0	24	6	2350	16	
2200	30000	1	4	800	3	6	0	465	450	1620	0	465	10	10	10	0	149	1		16	
2201	30000	1	4	800	3	6	0	465	450	1620	0	465	10	10	10	0	149	2		16	
2202	30000	1	4	800	2	16	0	313	303	1093	0	313	10	10	10	0	149	3		16	
2203	30000	1	4	800	3	8	0	2175	2175	2175	2175	2175	10	10	10	0	149	4		8	
2204	30000	6	4	880	3	4	0	594	594	594	1336	594	10	10	10	0	29	8	10570	40	
2205	30000	7	4	880	3	4	0	0	556	575	575	2004	10	10	10	0	29	9	10570	40	
2206	30000	1	4	1100	3	4	0	2278	0	653	653	632	10	10	10	0	19	1	0	40	
2207	30000	1	4	1100	3	4	0	2278	653	632	0	653	10	10	10	0	19	2	0	40	
2208	30000	1	4	1130	3	4	0	2278	632	653	653	0	10	10	10	0	154	10	0	16	
2209	30000	8	4	880	3	4	0	575	0	556	2004	575	10	10	10	0	32	10	10570	40	
2210	30000	6	4	880	3	3	0	118	52	52	52	52	10	10	10	0	32	11	940	100	
2211	30000	14	4	925	3	4	0	2107	604	585	0	604	10	10	10	0				40	
2212	30000	10	4	900	3	4	0	1366	607	607	607	607	10	10	10	0	31	2	10810	40	
2213	30000	8	4	880	3	4	0	556	575	575	0	2004	10	10	10	0	31	6	10570	40	
2214	30000	14	4	925	3	3	0	53	0	52	53	187	10	10	10	0	31	1	980	100	
2215	30000	15	4	925	3	4	0	2107	604	0	585	604	10	10	10	0	32	2	11110	40	
2216	30000	1	1	200	3	4	0	0	0	0	0	0	10	10	10	0				16	
2217	30000	14	4	925	3	4	0	604	604	0	585	2107	10	10	10	0	32	3	11110	40	
2218	30000	1	4	900	3	4	0	1366	607	607	607	607	10	10	10	0	148	1		40	
2219	30000	7	4	880	3	4	0	2004	575	0	556	575	10	10	10	0	31	7	10570	40	
2220	30000	11	4	900	3	4	0	2050	588	569	0	588	10	10	10	0	29	3	10810	40	
2221	30000	9	4	880	3	4	0	1336	594	594	594	594	10	10	10	0	29	10	10570	40	
2222	30000	10	4	900	3	4	0	607	607	607	607	1366	10	10	10	0	29	4	10810	40	
2223	30000	9	4	880	3	4	0	2004	556	575	575	0	10	10	10	0	29	11	10570	40	
