id,name,icon,category,quality,school,primaryAttribute,score,vitality,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,haste,hit,strain,surplus,huajing,threat,effectId,embed,strengthen,setId,representId,deprecated
43364,烈焰离渊·无痕护腿,12170,bottoms,2860,凌雪,agility,5148,1030,0,0,200,0,211,168,0,0,0,0,0,0,0,0,0,324,0,0,0,1002,0,0,0,0,445,0,NULL,2D58D04,6,NULL,NULL,0
43365,烈焰离渊·六度帽,12191,hat,2860,少林,spunk,4633,927,0,0,0,180,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D01D52,6,2339,2164,0
43366,烈焰离渊·潜怀冠,12142,hat,2860,万花,spunk,4633,927,0,0,0,180,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D01D52,6,2340,2168,0
43367,烈焰离渊·呼月冠,12142,hat,2860,万花,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,401,0,NULL,2D52D00,6,2341,2168,0
43368,烈焰离渊·英勇战盔,12185,hat,2860,天策,strength,4633,927,0,180,0,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D02D52,6,2342,2188,0
43369,烈焰离渊·杀威冠,12215,hat,2860,纯阳,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D00D52,6,2343,2184,0
43370,烈焰离渊·行云冠,12215,hat,2860,纯阳,agility,4633,927,0,0,180,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D04D52,6,2344,2184,0
43371,烈焰离渊·惘然钗,12136,hat,2860,七秀,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D00D52,6,2345,2180,0
43372,烈焰离渊·白头钗,12136,hat,2860,七秀,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,401,0,NULL,2D52D00,6,2346,2180,0
43373,烈焰离渊·剜心帽,12154,hat,2860,五毒,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D00D52,6,2347,2172,0
43374,烈焰离渊·玉碎帽,12154,hat,2860,五毒,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,401,0,NULL,2D52D00,6,2348,2172,0
43375,烈焰离渊·催魂帽,12179,hat,2860,唐门,spunk,4633,927,0,0,0,180,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D01D52,6,2349,2176,0
43376,烈焰离渊·夜半帽,12179,hat,2860,唐门,strength,4633,927,0,180,0,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D02D52,6,2350,2176,0
43377,烈焰离渊·不明帽,12227,hat,2860,藏剑,agility,4633,927,0,0,180,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D04D52,6,2351,2160,0
43378,烈焰离渊·临酒帽,12148,hat,2860,丐帮,strength,4633,927,0,180,0,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D02D52,6,2352,2192,0
43379,烈焰离渊·乌兔帽,12197,hat,2860,明教,spunk,4633,927,0,0,0,180,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D01D52,6,2353,2196,0
43380,烈焰离渊·杀伐战盔,12221,hat,2860,苍云,agility,4633,927,0,0,180,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D04D52,6,2354,2200,0
43381,烈焰离渊·哀愁冠,12233,hat,2860,长歌,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,350,0,0,0,902,0,0,0,0,401,0,NULL,2D00D52,6,2355,2204,0
43382,烈焰离渊·徒然冠,12233,hat,2860,长歌,spirit,4633,927,180,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,401,0,NULL,2D52D00,6,2356,2204,0
43383,烈焰离渊·血饮冠,12239,hat,2860,霸刀,strength,4633,927,0,180,0,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D02D52,6,2357,2208,0
43384,烈焰离渊·玄妙冠,12250,hat,2860,蓬莱,agility,4633,927,0,0,180,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D04D52,6,2358,2212,0
43385,烈焰离渊·无痕冠,12166,hat,2860,凌雪,agility,4633,927,0,0,180,0,187,150,0,0,0,0,0,0,0,0,0,292,0,0,0,902,0,0,0,0,401,0,NULL,2D04D52,6,2359,2220,0
43386,烈焰离渊·六度衣,12194,jacket,2860,少林,spunk,5148,1030,0,0,0,200,187,234,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D17,6,2339,2164,0
43387,烈焰离渊·潜怀衣,12145,jacket,2860,万花,spunk,5148,1030,0,0,0,200,187,234,0,0,0,0,0,0,0,0,0,389,0,0,0,0,1002,0,0,0,445,0,NULL,2D13D52,6,2340,2168,0
43388,烈焰离渊·呼月衣,12145,jacket,2860,万花,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,674,0,0,0,835,0,0,0,445,0,NULL,2D52D23,6,2341,2168,0
43389,烈焰离渊·英勇战甲,12188,jacket,2860,天策,strength,5148,1030,0,200,0,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2342,2188,0
43390,烈焰离渊·杀威衣,12218,jacket,2860,纯阳,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D23,6,2343,2184,0
43391,烈焰离渊·行云衣,12218,jacket,2860,纯阳,agility,5148,1030,0,0,200,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2344,2184,0
43392,烈焰离渊·惘然罗衫,12139,jacket,2860,七秀,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,389,0,0,0,0,1002,0,0,0,445,0,NULL,2D14D52,6,2345,2180,0
43393,烈焰离渊·白头罗衫,12139,jacket,2860,七秀,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,674,0,0,0,835,0,0,0,445,0,NULL,2D52D07,6,2346,2180,0
43394,烈焰离渊·剜心衣,12157,jacket,2860,五毒,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,389,0,0,0,0,1002,0,0,0,445,0,NULL,2D28D52,6,2347,2172,0
43395,烈焰离渊·玉碎衣,12157,jacket,2860,五毒,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,674,0,0,0,835,0,0,0,445,0,NULL,2D52D29,6,2348,2172,0
43396,烈焰离渊·催魂衣,12182,jacket,2860,唐门,spunk,5148,1030,0,0,0,200,187,234,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2349,2176,0
43397,烈焰离渊·夜半衣,12182,jacket,2860,唐门,strength,5148,1030,0,200,0,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2350,2176,0
43398,烈焰离渊·不明衣,12230,jacket,2860,藏剑,agility,5148,1030,0,0,200,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2351,2160,0
43399,烈焰离渊·临酒袍,12151,jacket,2860,丐帮,strength,5148,1030,0,200,0,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2352,2192,0
43400,烈焰离渊·乌兔袍,12200,jacket,2860,明教,spunk,5148,1030,0,0,0,200,187,234,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D35,6,2353,2196,0
43401,烈焰离渊·杀伐战甲,12224,jacket,2860,苍云,agility,5148,1030,0,0,200,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2354,2200,0
43402,烈焰离渊·哀愁衣,12236,jacket,2860,长歌,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,389,0,0,0,0,1002,0,0,0,445,0,NULL,2D14D52,6,2355,2204,0
43403,烈焰离渊·徒然衣,12236,jacket,2860,长歌,spirit,5148,1030,200,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,674,0,0,0,835,0,0,0,445,0,NULL,2D52D07,6,2356,2204,0
43404,烈焰离渊·血饮衣,12242,jacket,2860,霸刀,strength,5148,1030,0,200,0,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2357,2208,0
43405,烈焰离渊·玄妙衣,12253,jacket,2860,蓬莱,agility,5148,1030,0,0,200,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2358,2212,0
43406,烈焰离渊·无痕衣,12169,jacket,2860,凌雪,agility,5148,1030,0,0,200,0,234,187,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D05D06,6,2359,2220,0
43407,龙游四海·守谷袖,12192,wrist,2860,少林,spunk,3603,721,0,0,0,140,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D12,6,2360,2162,0
43408,龙游四海·藏诗袖,12143,wrist,2860,万花,spunk,3603,721,0,0,0,140,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D13,6,2361,2166,0
43409,龙游四海·十少袖,12143,wrist,2860,万花,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,0,472,0,0,0,585,0,0,0,312,0,NULL,2D23D39,6,2362,2166,0
43410,龙游四海·不悔臂甲,12186,wrist,2860,天策,strength,3603,721,0,140,0,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2363,2186,0
43411,龙游四海·仙韵袖,12216,wrist,2860,纯阳,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D13,6,2364,2182,0
43412,龙游四海·共气袖,12216,wrist,2860,纯阳,agility,3603,721,0,0,140,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2365,2182,0
43413,龙游四海·不谙袖,12137,wrist,2860,七秀,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D14,6,2366,2178,0
43414,龙游四海·红颜袖,12137,wrist,2860,七秀,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,0,472,0,0,0,585,0,0,0,312,0,NULL,2D07D39,6,2367,2178,0
43415,龙游四海·暗许袖,12155,wrist,2860,五毒,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D28,6,2368,2170,0
43416,龙游四海·蹊径护手,12155,wrist,2860,五毒,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,0,472,0,0,0,585,0,0,0,312,0,NULL,2D29D39,6,2369,2170,0
43417,龙游四海·肃命护腕,12180,wrist,2860,唐门,spunk,3603,721,0,0,0,140,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D28,6,2370,2174,0
43418,龙游四海·初倦护腕,12180,wrist,2860,唐门,strength,3603,721,0,140,0,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2371,2174,0
43419,龙游四海·昔年护手,12228,wrist,2860,藏剑,agility,3603,721,0,0,140,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2372,2158,0
43420,龙游四海·迷意护手,12149,wrist,2860,丐帮,strength,3603,721,0,140,0,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2373,2190,0
43421,龙游四海·客愁护手,12198,wrist,2860,明教,spunk,3603,721,0,0,0,140,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D32,6,2374,2194,0
43422,龙游四海·焰光臂甲,12222,wrist,2860,苍云,agility,3603,721,0,0,140,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2375,2198,0
43423,龙游四海·恣情袖,12234,wrist,2860,长歌,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,272,0,0,0,0,701,0,0,0,312,0,NULL,2D39D00,6,2376,2202,0
43424,龙游四海·延年袖,12234,wrist,2860,长歌,spirit,3603,721,140,0,0,0,131,164,0,0,0,0,0,0,0,0,0,0,472,0,0,0,585,0,0,0,312,0,NULL,2D07D39,6,2377,2202,0
43425,龙游四海·本心护手,12240,wrist,2860,霸刀,strength,3603,721,0,140,0,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2378,2206,0
43426,龙游四海·无憾袖,12251,wrist,2860,蓬莱,agility,3603,721,0,0,140,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2379,2210,0
43427,龙游四海·捧玉袖,12167,wrist,2860,凌雪,agility,3603,721,0,0,140,0,164,131,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2380,2218,0
43428,龙游四海·守谷带,12193,belt,2860,少林,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D01D52,6,2360,2162,0
43429,龙游四海·藏诗带,12144,belt,2860,万花,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D01D52,6,2361,2166,0
43430,龙游四海·十少带,12144,belt,2860,万花,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,472,585,0,0,0,0,0,0,312,0,NULL,2D23D52,6,2362,2166,0
43431,龙游四海·不悔腰甲,12187,belt,2860,天策,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D02D52,6,2363,2186,0
43432,龙游四海·仙韵带,12217,belt,2860,纯阳,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D00D52,6,2364,2182,0
43433,龙游四海·共气带,12217,belt,2860,纯阳,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D04D52,6,2365,2182,0
43434,龙游四海·不谙带,12138,belt,2860,七秀,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D00D52,6,2366,2178,0
43435,龙游四海·红颜带,12138,belt,2860,七秀,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,472,585,0,0,0,0,0,0,312,0,NULL,2D07D52,6,2367,2178,0
43436,龙游四海·暗许带,12156,belt,2860,五毒,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D00D52,6,2368,2170,0
43437,龙游四海·蹊径带,12156,belt,2860,五毒,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,472,585,0,0,0,0,0,0,312,0,NULL,2D29D52,6,2369,2170,0
43438,龙游四海·肃命束腰,12181,belt,2860,唐门,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D01D52,6,2370,2174,0
43439,龙游四海·初倦束腰,12181,belt,2860,唐门,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D02D52,6,2371,2174,0
43440,龙游四海·昔年带,12229,belt,2860,藏剑,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D04D52,6,2372,2158,0
43441,龙游四海·迷意带,12150,belt,2860,丐帮,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D02D52,6,2373,2190,0
43442,龙游四海·客愁带,12199,belt,2860,明教,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D01D52,6,2374,2194,0
43443,龙游四海·焰光腰甲,12223,belt,2860,苍云,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D04D52,6,2375,2198,0
43444,龙游四海·恣情带,12235,belt,2860,长歌,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,701,0,0,0,0,0,0,312,0,NULL,2D00D52,6,2376,2202,0
43445,龙游四海·延年带,12235,belt,2860,长歌,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,472,585,0,0,0,0,0,0,312,0,NULL,2D07D52,6,2377,2202,0
43446,龙游四海·本心带,12241,belt,2860,霸刀,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D02D52,6,2378,2206,0
43447,龙游四海·无憾轻带,12252,belt,2860,蓬莱,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D04D52,6,2379,2210,0
43448,龙游四海·捧玉束腰,12168,belt,2860,凌雪,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,701,0,0,0,0,0,0,312,0,NULL,2D04D52,6,2380,2218,0
43449,龙游四海·守谷鞋,12196,shoes,2860,少林,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D12,6,2360,2162,0
43450,龙游四海·藏诗靴,12147,shoes,2860,万花,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D13,6,2361,2166,0
43451,龙游四海·十少鞋,12147,shoes,2860,万花,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,312,0,NULL,2D41D39,6,2362,2166,0
43452,龙游四海·不悔战靴,12190,shoes,2860,天策,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2363,2186,0
43453,龙游四海·仙韵履,12220,shoes,2860,纯阳,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D13,6,2364,2182,0
43454,龙游四海·共气履,12220,shoes,2860,纯阳,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2365,2182,0
43455,龙游四海·不谙踏,12141,shoes,2860,七秀,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D14,6,2366,2178,0
43456,龙游四海·红颜踏,12141,shoes,2860,七秀,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,312,0,NULL,2D41D39,6,2367,2178,0
43457,龙游四海·暗许履,12159,shoes,2860,五毒,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D28,6,2368,2170,0
43458,龙游四海·蹊径履,12159,shoes,2860,五毒,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,312,0,NULL,2D41D39,6,2369,2170,0
43459,龙游四海·肃命靴,12184,shoes,2860,唐门,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D28,6,2370,2174,0
43460,龙游四海·初倦靴,12184,shoes,2860,唐门,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2371,2174,0
43461,龙游四海·昔年靴,12232,shoes,2860,藏剑,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2372,2158,0
43462,龙游四海·迷意鞋,12153,shoes,2860,丐帮,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2373,2190,0
43463,龙游四海·客愁履,12202,shoes,2860,明教,spunk,3603,721,0,0,0,140,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D32,6,2374,2194,0
43464,龙游四海·焰光战靴,12226,shoes,2860,苍云,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2375,2198,0
43465,龙游四海·恣情靴,12238,shoes,2860,长歌,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,272,0,0,0,701,0,0,0,0,312,0,NULL,2D39D14,6,2376,2202,0
43466,龙游四海·延年靴,12238,shoes,2860,长歌,spirit,3603,721,140,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,312,0,NULL,2D41D39,6,2377,2202,0
43467,龙游四海·本心靴,12244,shoes,2860,霸刀,strength,3603,721,0,140,0,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2378,2206,0
43468,龙游四海·无憾靴,12255,shoes,2860,蓬莱,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2379,2210,0
43469,龙游四海·捧玉鞋,12171,shoes,2860,凌雪,agility,3603,721,0,0,140,0,117,94,0,0,0,0,0,0,0,0,0,227,0,0,0,701,0,0,0,0,312,0,NULL,2D39D18,6,2380,2218,0
43470,龙游四海·守谷裤,12195,bottoms,2860,少林,spunk,5148,1030,0,0,0,200,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D01D17,6,NULL,NULL,0
43471,龙游四海·藏诗裤,12146,bottoms,2860,万花,spunk,5148,1030,0,0,0,200,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D01D23,6,NULL,NULL,0
43472,龙游四海·十少裤,12146,bottoms,2860,万花,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,674,835,0,0,0,0,0,0,445,0,NULL,2D41D52,6,NULL,NULL,0
43473,龙游四海·不悔护腿,12189,bottoms,2860,天策,strength,5148,1030,0,200,0,0,211,168,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D02D06,6,NULL,NULL,0
43474,龙游四海·仙韵裤,12219,bottoms,2860,纯阳,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D00D23,6,NULL,NULL,0
43475,龙游四海·共气裤,12219,bottoms,2860,纯阳,agility,5148,1030,0,0,200,0,211,168,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D04D06,6,NULL,NULL,0
43476,龙游四海·不谙下裳,12140,bottoms,2860,七秀,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D00D07,6,NULL,NULL,0
43477,龙游四海·红颜下裳,12140,bottoms,2860,七秀,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,674,835,0,0,0,0,0,0,445,0,NULL,2D41D52,6,NULL,NULL,0
43478,龙游四海·暗许下裳,12158,bottoms,2860,五毒,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D00D29,6,NULL,NULL,0
43479,龙游四海·蹊径下裳,12158,bottoms,2860,五毒,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,674,835,0,0,0,0,0,0,445,0,NULL,2D41D52,6,NULL,NULL,0
43480,龙游四海·肃命护腿,12183,bottoms,2860,唐门,spunk,5148,1030,0,0,0,200,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D01D06,6,NULL,NULL,0
43481,龙游四海·初倦护腿,12183,bottoms,2860,唐门,strength,5148,1030,0,200,0,0,211,168,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D02D06,6,NULL,NULL,0
43482,龙游四海·昔年裤,12231,bottoms,2860,藏剑,agility,5148,1030,0,0,200,0,211,168,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D04D06,6,NULL,NULL,0
43483,龙游四海·迷意裤,12152,bottoms,2860,丐帮,strength,5148,1030,0,200,0,0,211,168,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D02D06,6,NULL,NULL,0
43484,龙游四海·客愁裤,12201,bottoms,2860,明教,spunk,5148,1030,0,0,0,200,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D01D35,6,NULL,NULL,0
43485,龙游四海·焰光护腿,12225,bottoms,2860,苍云,agility,5148,1030,0,0,200,0,211,168,0,0,0,0,0,0,0,0,0,324,0,1002,0,0,0,0,0,0,445,0,NULL,2D04D06,6,NULL,NULL,0
43486,龙游四海·恣情裤,12237,bottoms,2860,长歌,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,389,0,1002,0,0,0,0,0,0,445,0,NULL,2D00D07,6,NULL,NULL,0
43487,龙游四海·延年裤,12237,bottoms,2860,长歌,spirit,5148,1030,200,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,674,835,0,0,0,0,0,0,445,0,NULL,2D41D52,6,NULL,NULL,0
