kungfu,index,name,description,icon,version,effectId
补天诀,7,守一,“圣手织天”命中目标后使自身免疫封内和打断效果，持续4秒。,3028,1.0.0.3931,
补天诀,8,飞天,“醉舞九天”会心提高10%且只对队友生效。,9563,1.0.0.3931,
补天诀,8,风身,“女娲补天”状态下被定身、眩晕后，每受到一次攻击，将有90%几率去除这些控制效果。,3026,1.0.0.3931,
补天诀,8,沉魄,“蛊虫献祭”或宠物死亡时重置宠物的调息时间。“蛊虫献祭”的内力消耗降低100%。,2762,1.0.0.3931,
补天诀,8,决灵,“女娲补天”移动速度提高20%，且基础疗伤成效提高至100%。,2743,1.0.0.3931,
补天诀,8,茧灵,施展“圣手织天”，减伤效果结束后若目标气血值低于50%，则使得目标获得可以格挡25%最大气血值的外功伤害吸收盾，持续6秒。,7439,1.0.0.3931,
补天诀,9,蛊梦,“女娲补天”效果期间，“醉舞九天”的吟唱时间由5秒降低为3.4秒，总跳数和治疗量不变。,2746,1.0.0.3931,
补天诀,9,良兽,“玄水蛊”效果期间，若为自身承受伤害的目标未死亡，则效果结束后降低10秒“玄水蛊”调息时间。,9557,1.0.0.3931,
补天诀,9,噬蛊,“灵蛊”调息时间增加10秒，可对自身或友方目标释放使其免疫控制（击退和被拉除外），持续5秒。最多叠加到20秒。,9564,1.0.0.3931,
补天诀,9,仙王蛊鼎,在地面放置一个仙王蛊鼎，你所属的小队或团队成员可以点击它，每人每30秒只能使用一次。使用后恢复30%气血值和20%内力值。仙王蛊鼎在60秒或者在被使用20次之后消失。,2747,1.0.0.3931,
补天诀,9,留香,“千蝶吐瑞”可额外透支使用一次，可以在空中施展，使得自身短时停留在空中，若在空中施展，每跳返还0.5秒调息时间，并为自身添加可以格挡1%气血值的伤害吸收盾，持续2秒，可以叠加。,2748,1.0.0.3931,
补天诀,10,尾后针,“灵蛇”存在期间，小队内功基础攻击提高10%。,2749,1.0.0.3931,
补天诀,10,蝉蜕,任何伤害使你的当前气血值低于1%时，若自身存在宠物，则牺牲宠物并回复自身30%最大气血值，该效果最多每150秒触发一次。,2806,1.0.0.3931,
补天诀,10,蝶隐,献祭“碧蝶”后，蝴蝶不再簇拥自身产生治疗而是在脚下生成一个半径8尺的蝶池，每秒回复范围内最多10个友方目标气血值，持续4秒。,9567,1.0.0.3931,
补天诀,10,承华,“碧蝶”的主动技能，“蝶鸾”能额外卸除一个不利效果。,9568,1.0.0.3931,
补天诀,10,倾心,“蛊惑众生”额外传递的疗伤效果提高25%。,2768,1.0.0.3931,
补天诀,11,织心,“圣手织天”命中气血值低于50%的目标，调息时间降低5秒。,3028,1.0.0.3931,
补天诀,11,辟寒,施展“化蝶”后，立刻对半径15尺内最多5个目标回复气血值并提高30%的移动速度，持续8秒。,2781,1.0.0.3931,
补天诀,11,曳光,施展“蛊虫献祭”后，使自身受到的伤害降低40%，持续4秒。,2762,1.0.0.3931,
补天诀,11,散影,“化蝶”调息时间降低2秒，施展后自身受到的伤害效果降低40%，持续6秒。,2830,1.0.0.3931,
补天诀,11,徐回,施展“蝶鸾”使目标回复气血值。,3025,1.0.0.3931,
补天诀,12,争簇,“千蝶吐瑞”命中气血值低于50%的目标，额外造成60%治疗效果。,2748,1.0.0.3931,
补天诀,12,采珍,施展“蛊虫献祭”后立刻重置“圣手织天”“蛊惑众生”调息时间。,2744,1.0.0.3931,
补天诀,12,乱絮,“化蝶”变成2层充能效果，充能时间30秒。,2811,1.0.0.3931,
补天诀,12,迷仙引梦,在自身20尺范围内放置一个苗疆圣物，圣物会逐渐成长，成长过程中每2秒为半径20尺范围内最多10名友方目标恢复气血及3%内力值，持续时间20秒，持续时间越久，圣物疗伤效果越高。,7255,1.0.0.3931,
补天诀,12,圣元阵,吸引大量蝶群围绕目标，且使得所在8尺范围最多5个小队成员每2秒回复气血值，持续8秒。如果目标是友方侠士，使得目标受到疗伤成效提高10% ，如果目标是敌方侠士，使得目标招式命中几率降低30%。,13447,1.0.0.3931,
 冰心诀,1,伤春,“玳弦急曲”伤害提高10%。,4491,1.0.0.3931,
 冰心诀,1,青梅嗅,“玳弦急曲”会心几率提高10%，会心效果提高10%。,2952,1.0.0.3931,
 冰心诀,1,明妃,剑舞状态下自身每3秒回复3%的内力，并使周围10尺内的小队成员伤害的4%转化为自身内力。,890,1.0.0.3931,
 冰心诀,2,玉素,“江海凝光”对目标周围8尺的额外5个目标造成伤害，并使其身上的“急曲”效果立即生效。,9540,1.0.0.3931,
 冰心诀,2,千里冰封,“剑破虚空”会心几率提高10%，会心效果提高10%，会心后使自身回复25%的内力值。,2954,1.0.0.3931,
 冰心诀,2,惊寒,“江海凝光”“剑气长江”伤害提高15%。,903,1.0.0.3931,
 冰心诀,3,珑韵,“玳弦急曲”立即造成伤害，运功不被打退，能够对目标周围8尺范围内的额外5个目标造成伤害。,4509,1.0.0.3931,
 冰心诀,3,新妆,“玳弦急曲”每0.8秒造成一次伤害，每跳附带45%额外伤害，不再附带急曲效果，持续2.4秒。,4500,1.0.0.3931,
 冰心诀,3,倾城,每层剑舞使自身受到的伤害降低1%，移动速度增加1%。,1497,1.0.0.3931,
 冰心诀,3,剑转流云,卸除目标阴性、混元性、阳性、毒性内功气劲各两个。,906,1.0.0.3931,
 冰心诀,4,青梅,急曲持续伤害效果提高12%。,3396,1.0.0.3931,
 冰心诀,4,春辞,受控状态下自身受到的所有伤害降低15%。,903,1.0.0.3931,
 冰心诀,4,初熟,“天地低昂”施展后立即回复15%气血并额外附带10%减伤效果。,9544,1.0.0.3931,
 冰心诀,4,剑心通明,对目标造成阴性内功伤害，使其不能施展内功招式，持续5秒，并打断目标运功。,901,1.0.0.3931,
 冰心诀,5,枕上,“玳弦急曲”会心后，自身加速率提高1%，持续15秒，可叠加5层。,4527,1.0.0.3931,
 冰心诀,5,雾雨,“繁音急节”施展后，“雾雨”效果时间延长6秒。,1504,1.0.0.3931,
 冰心诀,5,灼桃,“剑气长江”命中附带“急曲”的目标时，每层“急曲”为该次“剑气长江”增加8%的会心和8%的会心效果。,11878,1.0.0.3931,
 冰心诀,5,镜花,对目标施展“水榭花盈”后，每踩踏一个目标或者跳跃至目标身旁时，“云裳心经”下使自身6尺范围友方单位回复气血值，“冰心诀”下对自身6尺范围敌方目标造成阴性内功伤害，并附带一层“急曲”效果。,11879,1.0.0.3931,
 冰心诀,6,生莲,“剑破虚空”不再对周围造成伤害，但是对当前目标的伤害提高25%。,2949,1.0.0.3931,
 冰心诀,6,长依,“剑破虚空”能够额外命中4个目标，调息时间降低5秒，不再附带无法施展内功和轻功招式效果。,2953,1.0.0.3931,
 冰心诀,6,寒雨,“水榭花盈”对目标及踩踏的目标，定身5秒，并使其封轻功4秒。,902,1.0.0.3931,
 冰心诀,6,广陵月,施展“名动四方”后，可施展二段技能，施展任何招式不消耗剑舞，持续6秒，期间每对目标造成一次伤害就额外造成阴性内功伤害，并提高自身2%的会心效果，最多叠加10层。,13413,1.0.0.3931,
 冰心诀,7,望舒,“玳弦急曲”无视目标50%内功防御等级，命中带有“急曲”效果的目标，有一定几率额外造成伤害。,9550,1.0.0.3931,
 冰心诀,7,成玉,“剑影留痕”成功击退目标使目标获得的“急曲”效果会心几率提高50%，目标击退过程中受到的伤害提高10%。,886,1.0.0.3931,
 冰心诀,7,两生,受到攻击若自身气血值低于40%，则自身闪避几率提高40%，持续5秒，每1分钟触发1次。,2957,1.0.0.3931,
 冰心诀,7,飞竹,对20尺内目标施展“水榭花盈”，自身免疫控制（击退和被拉除外），受到伤害降低20%，持续8秒。,9542,1.0.0.3931,
 冰心诀,8,元君,伤害招式命中气血值低于50%的目标，技能会心几率提高10%，会心效果提高10%。,2960,1.0.0.3931,
 冰心诀,8,夜华,“剑气长江”有30%几率使目标获得一层“急曲”效果并重置“剑气长江”调息时间。,1497,1.0.0.3931,
 冰心诀,8,悲秋,“帝骖龙翔”的调息时间降低20秒，作用范围提高2尺。,4572,1.0.0.3931,
 冰心诀,8,鸿鹊,“鹊踏枝”效果期间闪避后立即回复自身5%气血、内力最大值，并减少“剑影留痕”1秒调息时间。,912,1.0.0.3931,
 冰心诀,8,盈袖,对其他目标施展“水榭花盈”后使得自身下一个“玳弦急曲”可以移动施展，且施展后自身加速率突破上限提高20%，持续3秒。,13416,1.0.0.3931,
 冰心诀,9,霜风,基础根骨、体质提高10%，被疗伤成效提高10%。,2958,1.0.0.3931,
 冰心诀,9,冥泽,若自身气血值低于1%，解除自身控制效果并使自身闪避几率提高100%，受到内功攻击降低100%，持续3秒，该效果最多每2分45秒触发1次。,2955,1.0.0.3931,
 冰心诀,9,钗燕,“雷霆震怒”调息时间降低30秒，“玳弦急曲”命中被自身“雷霆震怒”控制的目标，每跳使其获得1层“急曲”效果。,11883,1.0.0.3931,
 冰心诀,9,缠竹,自身“急曲”伤害效果被卸除后，每层“急曲”效果使驱散者受到一次阴性内功伤害。,9541,1.0.0.3931,
 冰心诀,9,萧瑟,“繁音急节”调息时间降低5秒，且“雾雨”持续期间免疫被击僵直效果。,1502,1.0.0.3931,
 冰心诀,10,朝露,每层剑舞提高自身1%阴性基础攻击力，施展“鹊踏枝”恢复全部“剑舞”。,1492,1.0.0.3931,
 冰心诀,10,耐夜,“蝶弄足”充能时间降低20秒，施展后向前疾奔30尺，“冰心诀”使路径上的10个目标附带“急曲”效果，“云裳心经”下回复自身10%气血。,915,1.0.0.3931,
 冰心诀,10,音韵,“蝶弄足”免疫控制效果（被拉除外）时间额外增加2秒，“迅影”持续期间，受到的“锁足”“定身”“眩晕”控制效果持续时间降低20%。,4536,1.0.0.3931,
 冰心诀,10,繁姿,阴性招式会心后，自身回复2%气血值。,7460,1.0.0.3931,
 冰心诀,10,化冰,“心鼓弦”不再附带救治重伤目标的效果，调息时间降低为3分钟，可以对自身施展，使得自身获得“化冰”气劲，施展“玳弦急曲”连续命中目标3次将额外造成阴性内功伤害，持续3分钟。,898,1.0.0.3931,
 冰心诀,11,玉骨,施展“鹊踏枝”，使自身受到的内功伤害降低50%，持续6秒。,906,1.0.0.3931,
 冰心诀,11,夜天,“剑气长江”会心后自身下一个招式伤害提高20%。,7476,1.0.0.3931,
 冰心诀,11,飞袂,“水榭花盈”对其他目标释放时，调息时间降低10秒；“鹊踏枝”充能时间降低20秒。,902,1.0.0.3931,
 冰心诀,11,琼宵,“婆罗门”可触发剑舞状态，能对周围10尺内的10个目标每1秒造成点阴性内功伤害，持续20秒，该效果无法在水中维持且移动后消失。,905,1.0.0.3931,
 冰心诀,11,疾光,“江海凝光”调息时间变为5秒，2层充能，不会使得当前目标身上的“急曲”效果立即生效，但每层“急曲”会提高其60%的伤害。,1501,1.0.0.3931,
 冰心诀,12,霜降,每层“急曲”效果使目标受到的“玳弦急曲”伤害提高10%，该效果不受其他奇穴效果加成。,903,1.0.0.3931,
 冰心诀,12,清涓,每层“剑舞”使周围15尺内的队友内功破防等级提高1%。,7237,1.0.0.3931,
 冰心诀,12,轻妒,“繁音急节”持续时间降低至15秒，为2层充能技能，60秒充能时间。,7253,1.0.0.3931,
 冰心诀,12,霜天剑泠,释放剑气攻击，使目标获得一层“急曲”效果，每0.25秒对目标造成阴性内功伤害，持续3秒。目标离开自身15尺则挣脱剑气攻击，若3秒内目标未挣脱，则在效果结束后对目标造成阴性内功伤害并附带一层“急曲”效果，且降低自身“水榭花盈”15秒的调息时间。,11419,1.0.0.3931,
 冰心诀,12,月出东山,消耗4层剑舞，运大量气劲周旋自身，受到任何的伤害将被减免自身最大气血值的0.4%，持续引导，免疫打断打退，每0.5秒气劲将对自身周围6尺范围最多5个目标造成阴性内功伤害，持续3秒。目标被连续命中三次时还将眩晕，持续2秒，此效果只生效一次。命中自身“急曲”目标，每层使得伤害提高15%。,14116,1.0.0.3931,
云裳心经,1,香蕊,“回雪飘摇”会心几率提高10%，会心效果提高10%。,2952,1.0.0.3931,
云裳心经,1,冰华,“回雪飘摇”不会被打退，治疗效果提高10%。,4491,1.0.0.3931,
云裳心经,1,朝露,“上元点鬟”每跳回复目标0.75%的内力并回复自身4%内力，自身内力回复效果同一时间只受一个“上元点鬟”影响。,2950,1.0.0.3931,
云裳心经,2,盛夏,疗伤招式命中携带“翔舞”的目标，有30%几率刷新“翔舞”效果并使目标周围10尺内的3个团队成员获得“翔舞”效果。,4500,1.0.0.3931,
云裳心经,2,双鸾,“翔鸾舞柳”“上元点鬟”施展后立即回复目标气血值。,897,1.0.0.3931,
云裳心经,2,点绛唇,需“名动四方”触发的剑舞状态，消耗所有“剑舞”守护30尺内的小队成员，卸除目标身上阳性、阴性、混元性、毒性内功不利效果各两个，并每0.5秒使其气血值回复。自身进入“霓裳”状态，免疫控制效果（击退和被拉除外），持续6秒。在“霓裳”状态结束前无法重新开启剑舞。,11880,1.0.0.3931,
云裳心经,3,枕上,持续疗伤效果的疗伤成效提高15%。,4527,1.0.0.3931,
云裳心经,3,辞致,“王母挥袂”立即为目标周围8尺内5个友方目标回复气血值。,2959,1.0.0.3931,
云裳心经,3,倾城,每层剑舞使自身受到的伤害降低1%，移动速度增加1%。,1497,1.0.0.3931,
云裳心经,3,承清,施展“名动四方”后，可施展二段技能“雨霖铃”，,891,1.0.0.3931,
云裳心经,4,莫辞,“王母挥袂”调息时间降低2秒，会心几率和会心效果提高15%。,4554,1.0.0.3931,
云裳心经,4,瑰姿,“回雪飘摇”每0.8秒造成一次治疗成效，持续2.4秒。,894,1.0.0.3931,
云裳心经,4,春辞,受控状态下自身受到的所有伤害降低15%。,903,1.0.0.3931,
云裳心经,4,湘月,每次受到攻击有25%几率使“天地低昂”调息时间降低1秒。,11881,1.0.0.3931,
云裳心经,5,乞巧,疗伤招式会心后，基础疗伤成效提高3%，可以叠加5层，持续10秒。,4500,1.0.0.3931,
云裳心经,5,雾雨,“繁音急节”施展后，“雾雨”效果时间延长6秒。,1504,1.0.0.3931,
云裳心经,5,冰肌,“天地低昂”变为2层充能技能。,1498,1.0.0.3931,
云裳心经,5,镜花,对目标施展“水榭花盈”后，每踩踏一个目标或者跳跃至目标身旁时，“云裳心经”下使自身6尺范围友方单位回复气血值，“冰心诀”下对自身6尺范围敌方目标造成阴性内功伤害，并附带一层“急曲”效果。,11879,1.0.0.3931,
云裳心经,6,晚阳,目标身上每存在一个属于自身的持续疗伤效果，“回雪飘摇”的疗伤效果提高25%。,2959,1.0.0.3931,
云裳心经,6,散余霞,“回雪飘摇”能够对目标周围8尺内的额外2个目标作用。,4563,1.0.0.3931,
云裳心经,6,秋月,“王母挥袂”变为充能技能，充能时间11秒。,9546,1.0.0.3931,
云裳心经,6,初熟,“天地低昂”施展后立即回复15%气血并额外附带10%减伤效果。,9544,1.0.0.3931,
云裳心经,7,晚晴,“风袖低昂”使“翔舞”效果生效时，为目标周围8尺范围最多5个目标回复气血值，并附带“翔舞”效果。,3844,1.0.0.3931,
云裳心经,7,心问,“风袖低昂”附带的“天地低昂”效果期间，目标的被疗伤成效提高20%。,1507,1.0.0.3931,
云裳心经,7,两生,受到攻击若自身气血值低于40%，则自身闪避几率提高40%，持续5秒，每1分钟触发1次。,2957,1.0.0.3931,
云裳心经,7,飞萍,“雷霆震怒”施展距离提高8尺，且调息时间降低30秒，若命中但未能成功眩晕目标，则使目标封轻功10秒。,1506,1.0.0.3931,
云裳心经,8,棠梨,“鹊踏枝”效果期间闪避后立即回复自身5%气血、内力最大值，并减少“风袖低昂”1秒调息时间。,9549,1.0.0.3931,
云裳心经,8,碎冰,疗伤目标血量低于50%，自身的会心几率提高5%，会心效果提高5%，持续10秒。,910,1.0.0.3931,
云裳心经,8,月白,“天地低昂”调息时间降低10秒，施展“天地低昂”使得自身受到伤害降低60%，持续8秒，此效果不会被卸除，持续时长不受秘籍影响。,13415,1.0.0.3931,
云裳心经,8,跳珠憾玉,需剑舞，为友方目标卸除混元性内功不利效果、阳性内功不利效果、阴性内功不利效果、毒性内功不利效果各一个。,1505,1.0.0.3931,
云裳心经,8,吉光,连续施展“回雪飘摇”命中同一目标六次，自身回复2%的气血值和6%的内力值。,13414,1.0.0.3931,
云裳心经,9,霜风,基础根骨、体质提高10%，被疗伤成效提高10%。,2958,1.0.0.3931,
云裳心经,9,冥泽,若自身气血值低于1%，解除自身控制效果并使自身闪避几率提高100%，受到内功攻击降低100%，持续3秒，该效果最多每2分45秒触发1次。,2955,1.0.0.3931,
云裳心经,9,蝶恋,施展“王母挥袂”使侠士目标额外回复4%的最大气血值，若目标气血值低于50%，额外附带60%的治疗效果。,900,1.0.0.3931,
云裳心经,9,化蝶,玩家目标身上的“翔舞”“上元点鬟”效果被卸除，则立即回复目标10%的气血。,909,1.0.0.3931,
云裳心经,9,萧瑟,“繁音急节”调息时间降低5秒，且“雾雨”持续期间免疫被击僵直效果。,1502,1.0.0.3931,
云裳心经,10,秋深,“风袖低昂”治疗效果提高15%，“回雪飘摇”每跳使“风袖低昂”调息时间降低1秒。,911,1.0.0.3931,
云裳心经,10,耐夜,“蝶弄足”充能时间降低20秒，施展后向前疾奔30尺，“冰心诀”使路径上的10个目标附带“急曲”效果，“云裳心经”下回复自身10%气血。,915,1.0.0.3931,
云裳心经,10,音韵,“蝶弄足”免疫控制效果（被拉除外）时间额外增加2秒，“迅影”持续期间，受到的“锁足”“定身”“眩晕”控制效果持续时间降低20%。,4536,1.0.0.3931,
云裳心经,10,左旋右转,需“名动四方”触发的剑舞状态，并需持续运功，10秒内每2秒使自身12尺内所有队友气血值恢复并使受到的伤害降低30%，由该招式产生的疗伤威胁将下降30%。,904,1.0.0.3931,
云裳心经,10,妍姿,“上元点鬟”每跳治疗递增10%，效果完结后额外触发的额外治疗成效会心几率提高10%，会心效果提高10%。,913,1.0.0.3931,
云裳心经,11,玉骨,施展“鹊踏枝”，使自身受到的内功伤害降低50%，持续6秒。,906,1.0.0.3931,
云裳心经,11,垂眉,施展“风袖低昂”“王母挥袂”“翔鸾舞柳” “上元点鬟”，会分别消耗四层、三层、两层、两层剑舞层数，并造成额外25%的治疗效果。,7476,1.0.0.3931,
云裳心经,11,飞袂,“水榭花盈”对其他目标释放时，调息时间降低10秒；“鹊踏枝”充能时间降低20秒。,902,1.0.0.3931,
云裳心经,11,璇妗,“心鼓弦”调息时间降低6分钟，重伤起身后使目标受到的伤害降低60%，持续6秒。,11882,1.0.0.3931,
云裳心经,11,绰态,“帝骖龙翔”运功1.5秒，使得自身周围8尺目标定身，持续4秒，并使得正对自身的侠士目标无法运功，持续4秒。,1499,1.0.0.3931,
云裳心经,12,仪凤,施展“风袖低昂”命中气血值低于50%的目标，可额外吞噬目标身上的“上元点鬟”持续效果，且使目标获得的“天地低昂”气劲持续时间延长3秒。,7427,1.0.0.3931,
云裳心经,12,红隙,“王母挥袂”治疗成效提高20%，命中气血值低于40%的目标，立刻重置技能调息时间，该效果最多20秒触发一次。,7237,1.0.0.3931,
云裳心经,12,险韵,“王母挥袂”作用目标不是自身，则对自身额外造成70%治疗效果。,7253,1.0.0.3931,
云裳心经,12,余寒映日,需要“名动四方”触发的剑舞状态，施展后获得“映日”效果：使“回雪飘摇”可在移动中施展，且提高自身20%急速效果；施展“回雪飘摇”有10%的几率使目标身上“上元点鬟”剩余疗伤效果立即生效，持续12秒。,7497,1.0.0.3931,
云裳心经,12,九微飞花,需“名动四方”触发的剑舞状态，消耗4层剑舞，在自身和目标位置各自落下花雨，每秒使6尺范围最多5个目标回复气血值，每跳治疗效果递增10%，对受控的目标造成的治疗会心几率提高15%，同一个目标同时只会被自身一片花雨治疗，持续6秒。,13417,1.0.0.3931,
天罗诡道,1,天魔蚀肌,“蚀肌弹”伤害提高10%。,3187,1.0.0.3931,
天罗诡道,1,毒手尊拳,“蚀肌弹”会心提高10%，会心效果提高10%。,3204,1.0.0.3931,
天罗诡道,1,神机妙算,“蚀肌弹”施展距离增加5尺，施展任何招式重伤目标则恢复自身全部神机值。,3202,1.0.0.3931,
天罗诡道,2,蚀肌之伤,“蚀肌弹”命中后有35%几率恢复35点神机值，该效果最多每4秒触发一次。,3224,1.0.0.3931,
天罗诡道,2,劫数难逃,“天绝地灭”伤害提高10%，调息时间降低5秒。,3221,1.0.0.3931,
天罗诡道,2,千回百转,“孔雀翎”使目标锁足4秒并标记目标，若目标4秒内若受到的伤害超过最大血量的40%，则触发虚弱效果，减速封轻功，基础内外功攻击力和基础治疗效果降低50%，持续5秒。,13428,1.0.0.3931,
天罗诡道,3,弩击急骤,连弩的攻击若会心，则自身毒性内功破防等级提高15%，持续6秒。,3291,1.0.0.3931,
天罗诡道,3,弩击轰雷,重弩的溅射范围增加2尺，累计命中5次，则眩晕目标2秒。,3290,1.0.0.3931,
天罗诡道,3,暴雨梨花,“暴雨梨花针”可对目标周围6尺内最多4名敌方目标造成额外伤害，并降低移动速度40%，持续3秒。,3182,1.0.0.3931,
天罗诡道,3,荆天棘地,消耗15点神机值，对目标发射一个荆棘机关，使其受到外功伤害或毒性内功伤害，并使周围最多5个目标外功命中降低45%，持续8秒。,3198,1.0.0.3931,
天罗诡道,4,奥妙无穷,神机值提高10点，招式会心后使下一招式的神机消耗降低100%，该效果每6秒最多触发一次。,3229,1.0.0.3931,
天罗诡道,4,千机之威,当自身位于千机变25尺范围内时，自身基础攻击提高15%。,3205,1.0.0.3931,
天罗诡道,4,千机神速,当自身位于千机变25尺之内时，自身受到的伤害降低15%。,3203,1.0.0.3931,
天罗诡道,4,梅花针,若目标正在运功则进行打断，并使其无法施展内功招式，持续4秒。,3174,1.0.0.3931,
天罗诡道,5,流星赶月,“暴雨梨花针”会心提高10%，会心效果提高10%，“暴雨梨花针”若会心，则回复30点神机值，该效果最多每8秒触发一次。,3242,1.0.0.3931,
天罗诡道,5,天罗地网,“图穷匕见”调息时间增加至15秒，伤害提高50%，引爆“暗藏杀机”时击退周围最多6名敌对目标10尺。,3241,1.0.0.3931,
天罗诡道,5,千机巨搫,“千机变”所有形态伤害提高20%。,3230,1.0.0.3931,
天罗诡道,5,竹影烁烁,“孔雀翎”调息时间降低8秒，不再消耗神机值。,3196,1.0.0.3931,
天罗诡道,6,神机千算,“毒刹”伤害提高40%且对目标造成伤害后回复自身3%气血最大值，最多每1秒触发一次。,3191,1.0.0.3931,
天罗诡道,6,聚精凝神,“心无旁骛”持续时间增加5秒，并且获得20%急速效果。,3231,1.0.0.3931,
天罗诡道,6,飞光流转,“飞星遁影”存在期间，自身受到的伤害降低10%，移动速度提高10%。,3192,1.0.0.3931,
天罗诡道,6,九霄风雷,施展“鬼斧神工”改造自身“千机变”，使自身进入“机甲”状态，可施展特殊招式伤害大幅度提高，机甲状态持续20秒。,11945,1.0.0.3931,
天罗诡道,7,击搏挽裂,“千机变”所有形态攻击都有20%的几率让下一个“蚀肌弹”无须运功、神机值消耗降低100%且伤害提高40%，持续30秒，可叠加3层。,3208,1.0.0.3931,
天罗诡道,7,绝伦逸群,“浮光掠影”调息时间降低30秒，效果消失后移除移动限制，并使自身免疫移动限制（被拉除外）、受到的伤害降低40%，持续8秒。,3225,1.0.0.3931,
天罗诡道,7,无声骤雨,“暴雨梨花针”不再有调息时间。,3186,1.0.0.3931,
天罗诡道,7,化血迷心,“化血”伤害对当前选中目标伤害提高80%，持续时间增加100%。,3188,1.0.0.3931,
天罗诡道,8,蚀肌化血,“蚀肌弹”、“千机变”、“暴雨梨花针”命中带有“化血”效果的目标，有60%几率使“化血”下一跳伤害立即生效。,3237,1.0.0.3931,
天罗诡道,8,云奔雨骤,自身施展“鬼斧神工”后，在“扬威”状态下“蚀肌弹”会心命中“连弩”或“重弩”范围内的目标，则“连弩”或“重弩”额外攻击一次。,12730,1.0.0.3931,
天罗诡道,8,林寒涧肃,“天绝地灭”可释放二段技能，提前引爆机关造成大量伤害，剩余时间越久，伤害越高。,11840,1.0.0.3931,
天罗诡道,8,杀机断魂,“暴雨梨花针”立刻对目标造成一次伤害且使目标无法施展轻功，持续2秒。,7440,1.0.0.3931,
天罗诡道,8,鸿爪留泥,“子母飞爪”命中敌方目标，使其移动速度降低90%，外功基础攻击降低60%，在6秒内逐渐恢复。,14133,1.0.0.3931,
天罗诡道,9,扬威天下,施展“鬼斧神工”后，自身受到伤害降低40%，受到的“锁足”“定身”“眩晕”控制效果持续时间降低40%，持续15秒。,3226,1.0.0.3931,
天罗诡道,9,秋风散影,当你与当前敌对目标距离超过10尺时，招式会心几率提高10%，会心效果提高10%。,7438,1.0.0.3931,
天罗诡道,9,危峰屹立,“惊鸿游龙”调息时间降低5秒，闪避几率提高至80%，内功伤害降低提高至60%，若躲闪攻击则减少1秒“浮光掠影”调息时间并回复自身3%气血最大值，该效果每1秒最多触发一次。,3197,1.0.0.3931,
天罗诡道,9,袍泽故旧,“子母飞爪”调息时间降低10秒，可对友方目标施展。若目标为队友，则自身与目标队友之间生成一条锁链持续7秒。友方目标获得一个增益技能“子母飞爪·子”：解除自身控制效果，并位移至唐门队友身旁；自身可施展二段技能“子母飞爪·子”：解除自身控制效果并位移至队友身旁。施展技能后队友和自身免疫控制（击退和被拉除外），持续2秒，锁链效果作用一次消失。,3199,1.0.0.3931,
天罗诡道,9,心机天成,“连弩”会心几率提高10%，每1秒发射一枚弩箭，伤害变为原来的80%。,3291,1.0.0.3931,
天罗诡道,10,回肠荡气,神机值提高10点。招式会心后有50%几率回复25点神机值，每4秒只能触发一次。,3202,1.0.0.3931,
天罗诡道,10,毫发无遗,发动“飞星遁影”机关后，移动速度提高30%，持续4秒，并使下一次招式无需运功，可叠加2层。,3223,1.0.0.3931,
天罗诡道,10,积重难返,发动“飞星遁影”机关后，立即重置“天绝地灭”调息时间。,3407,1.0.0.3931,
天罗诡道,10,分水逐旌,“惊鸿游龙”状态持续时间内，若自身受到的伤害累积超过自身气血最大值的10%，则自动触发“浮光掠影”隐身效果并卸除自身所有不利效果，持续5秒。,7487,1.0.0.3931,
天罗诡道,10,山风满楼,“暴雨梨花针”额外消耗30点神机值，若完整运功，额外造成毒性内功伤害，并使得目标眩晕，持续3秒。,13425,1.0.0.3931,
天罗诡道,11,曙色催寒,招式伤害若会心，则下两次伤害无视目标40%的内功防御。,3180,1.0.0.3931,
天罗诡道,11,飞鸢逐月,“鸟翔碧空”调息时间降低5秒，浮空期间施展第三段技能，使自身不受招式控制，持续4秒（击退和被拉除外）。,7370,1.0.0.3931,
天罗诡道,11,瑕草无霜,施展“浮光掠影”使自身半径20尺内额外最多5名友方玩家目标获得4秒隐身效果，施展任何技能后都解除隐身状态。,7444,1.0.0.3931,
天罗诡道,11,雷动九天,“雷震子”眩晕时间增加2秒，命中目标后立刻回复20点神机值。若成功眩晕目标，则使目标受到的伤害提高15%。,3241,1.0.0.3931,
天罗诡道,11,鸩羽游,“鸟翔碧空”二段持续时间提高4秒，可以在空中施展“惊鸿游龙”“心无旁骛”。,14134,1.0.0.3931,
天罗诡道,12,雷甲三铉,“鬼斧神工”调息时间降低30秒，使连弩、重弩下30次伤害大幅提高且无视目标50%内功防御。,3223,1.0.0.3931,
天罗诡道,12,冻雨寒愁,“迷神钉”调息时间降低5秒，效果前三秒，目标不会因受到伤害提前解除控制效果。,7453,1.0.0.3931,
天罗诡道,12,逐一击破,施展伤害招式命中敌对目标，若其半径6尺内没有额外敌对目标，则使自身下一次技能伤害提高15%。,3227,1.0.0.3931,
天罗诡道,12,千秋万劫,使自身进入开火状态，可使用主动技能“千秋万劫”，对目标点范围10尺最多6个目标造成毒性内功伤害。该招式消耗一个机关。,9533,1.0.0.3931,
天罗诡道,12,诡面埋伏,消耗30点神机值，在自身区域摆置敌方不可见的白磷弹，持续10秒，敌方进入白磷弹6尺范围或者白磷弹持续时间结束时将被引爆，对6尺范围最多3个目标造成毒性内功伤害，并使之无法运功，持续3秒。,14135,1.0.0.3931,
惊羽诀,1,一线生机,“夺魄箭”伤害提高10%。,4512,1.0.0.3931,
