P_ID,uiId,iconID,name,menpai,xinfa,type,quality,score,body,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,texiao,xiangqian,strengthen,dropSource
40208,声望,1991,雪浪裤,0,4,7,2110,3798,526,0,192,0,0,78,62,0,0,0,0,0,0,0,0,0,349,0,0,0,818,0,390,0,0,0,,2D03D36,6,/声望:周天哨·声望(友好)
40209,声望,1991,飞云护腿,0,5,7,2110,3798,526,0,0,192,0,78,62,0,0,0,0,0,0,0,0,0,349,0,0,0,818,0,390,0,0,0,,2D03D36,6,/声望:周天哨·声望(友好)
40210,声望,1991,天莲裳,0,6,7,2110,3798,526,192,0,0,0,62,78,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,,2D05D41,6,/声望:周天哨·声望(友好)
40211,声望,1991,碧峰护腿,0,7,7,2110,3798,760,0,0,0,0,78,78,0,0,0,97,0,487,0,0,0,0,0,0,0,0,0,390,195,0,405,,2D45D42,6,/声望:周天哨·声望(友好)
40212,声望,1991,微雨裤,0,3,7,2190,3942,546,199,0,0,0,65,81,0,0,0,0,0,0,0,0,0,434,0,0,0,849,0,404,0,0,0,,2D03D36,6,/声望:周天哨·声望(亲密)
40213,声望,1991,空海裳,0,2,7,2190,3942,546,0,0,0,199,65,81,0,0,0,0,0,0,0,0,0,434,0,0,0,849,0,404,0,0,0,,2D03D36,6,/声望:周天哨·声望(亲密)
40214,声望,1991,雪浪裤,0,4,7,2190,3942,546,0,199,0,0,81,65,0,0,0,0,0,0,0,0,0,362,0,0,0,849,0,404,0,0,0,,2D03D36,6,/声望:周天哨·声望(亲密)
40215,声望,1991,飞云护腿,0,5,7,2190,3942,546,0,0,199,0,81,65,0,0,0,0,0,0,0,0,0,362,0,0,0,849,0,404,0,0,0,,2D03D36,6,/声望:周天哨·声望(亲密)
40216,声望,1991,天莲裳,0,6,7,2190,3942,546,199,0,0,0,65,81,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,,2D05D41,6,/声望:周天哨·声望(亲密)
40217,声望,1991,碧峰护腿,0,7,7,2190,3942,789,0,0,0,0,81,81,0,0,0,101,0,506,0,0,0,0,0,0,0,0,0,404,202,0,421,,2D45D42,6,/声望:周天哨·声望(亲密)
40218,声望,1991,微雨裤,0,3,7,2270,4086,566,207,0,0,0,67,84,0,0,0,0,0,0,0,0,0,450,0,0,0,880,0,419,0,0,0,,2D03D36,6,/声望:周天哨·声望(敬重)
40219,声望,1991,空海裳,0,2,7,2270,4086,566,0,0,0,207,67,84,0,0,0,0,0,0,0,0,0,450,0,0,0,880,0,419,0,0,0,,2D03D36,6,/声望:周天哨·声望(敬重)
40220,声望,1991,雪浪裤,0,4,7,2270,4086,566,0,207,0,0,84,67,0,0,0,0,0,0,0,0,0,375,0,0,0,880,0,419,0,0,0,,2D03D36,6,/声望:周天哨·声望(敬重)
40221,声望,1991,飞云护腿,0,5,7,2270,4086,566,0,0,207,0,84,67,0,0,0,0,0,0,0,0,0,375,0,0,0,880,0,419,0,0,0,,2D03D36,6,/声望:周天哨·声望(敬重)
40222,声望,1991,天莲裳,0,6,7,2270,4086,566,207,0,0,0,67,84,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,,2D05D41,6,/声望:周天哨·声望(敬重)
40223,声望,1991,碧峰护腿,0,7,7,2270,4086,817,0,0,0,0,84,84,0,0,0,105,0,524,0,0,0,0,0,0,0,0,0,419,210,0,436,,2D45D42,6,/声望:周天哨·声望(敬重)
40224,声望,1991,微雨裤,0,3,7,2350,4230,586,214,0,0,0,69,87,0,0,0,0,0,0,0,0,0,466,0,0,0,911,0,434,0,0,0,,2D03D36,6,/声望:周天哨·声望(尊敬)
40225,声望,1991,空海裳,0,2,7,2350,4230,586,0,0,0,214,69,87,0,0,0,0,0,0,0,0,0,466,0,0,0,911,0,434,0,0,0,,2D03D36,6,/声望:周天哨·声望(尊敬)
40226,声望,1991,雪浪裤,0,4,7,2350,4230,586,0,214,0,0,87,69,0,0,0,0,0,0,0,0,0,389,0,0,0,911,0,434,0,0,0,,2D03D36,6,/声望:周天哨·声望(尊敬)
40227,声望,1991,飞云护腿,0,5,7,2350,4230,586,0,0,214,0,87,69,0,0,0,0,0,0,0,0,0,389,0,0,0,911,0,434,0,0,0,,2D03D36,6,/声望:周天哨·声望(尊敬)
40228,声望,1991,天莲裳,0,6,7,2350,4230,586,214,0,0,0,69,87,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,,2D05D41,6,/声望:周天哨·声望(尊敬)
40229,声望,1991,碧峰护腿,0,7,7,2350,4230,846,0,0,0,0,87,87,0,0,0,108,0,542,0,0,0,0,0,0,0,0,0,434,217,0,452,,2D45D42,6,/声望:周天哨·声望(尊敬)
40230,任务,1978,室图护手,3,2,6,2050,2583,358,0,0,0,131,47,59,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D11D01,6,任务
40231,任务,1978,束手护手,3,7,6,2050,2583,517,0,0,0,0,59,59,0,0,0,66,0,199,0,0,132,0,0,0,0,0,0,0,132,0,394,,2D03D42,6,任务
40232,任务,1978,参云护手,2,2,6,2050,2583,358,0,0,0,131,47,59,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D11D01,6,任务
40233,任务,1978,千寻护手,2,6,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40234,任务,1978,西亭护手,9,4,6,2050,2583,358,0,131,0,0,59,47,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D11D02,6,任务
40235,任务,1978,萧然护手,9,7,6,2050,2583,517,0,0,0,0,59,59,0,0,0,66,0,0,199,1915,132,0,0,0,0,0,0,0,132,0,394,,2D03D42,6,任务
40236,任务,1978,寻道护手,8,3,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,285,0,556,0,0,0,0,265,0,0,,2D23D05,6,任务
40237,任务,1978,梦觉护手,8,5,6,2050,2583,358,0,0,131,0,59,47,0,0,0,0,0,0,0,0,0,237,0,556,0,0,0,0,265,0,0,,2D06D05,6,任务
40238,任务,1978,河狸护手,6,3,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D11D00,6,任务
40239,任务,1978,烟花护手,6,6,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40240,任务,1978,别离护手,7,3,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D11D00,6,任务
40241,任务,1978,雪风护手,7,6,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40242,任务,1978,何必护手,4,2,6,2050,2583,358,0,0,0,131,47,59,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D11D01,6,任务
40243,任务,1978,可见护手,4,4,6,2050,2583,358,0,131,0,0,59,47,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D11D02,6,任务
40244,任务,1978,姑苏护手,11,5,6,2050,2583,358,0,0,131,0,59,47,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D11D04,6,任务
40245,任务,1978,古酿护手,10,4,6,2050,2583,358,0,131,0,0,59,47,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D11D02,6,任务
40246,任务,1978,方唐护手,5,2,6,2050,2583,358,0,0,0,131,47,59,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D11D01,6,任务
40247,任务,1978,日暮护手,5,7,6,2050,2583,517,0,0,0,0,59,59,0,0,0,66,0,199,0,0,132,0,0,0,0,0,0,0,132,0,394,,2D03D42,6,任务
40248,任务,1978,云翔护手,12,5,6,2050,2583,358,0,0,131,0,59,47,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D11D04,6,任务
40249,任务,1978,抱竹护手,12,7,6,2050,2583,517,0,0,0,0,59,59,0,0,0,66,0,0,199,1915,132,0,0,0,0,0,0,0,132,0,394,,2D03D42,6,任务
40250,任务,7684,礼良护手,13,3,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D11D00,6,任务
40251,任务,7684,故生护手,13,6,6,2050,2583,358,131,0,0,0,47,59,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40252,任务,8862,驭神护手,14,4,6,2050,2583,358,0,131,0,0,59,47,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D11D02,6,任务
40253,任务,11032,秋兰护手,15,5,6,2050,2583,358,0,0,131,0,59,47,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D11D04,6,任务
40254,任务,1962,室图腰带,3,2,10,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D01,6,任务
40255,任务,1962,束手腰带,3,7,10,2050,2583,517,0,0,0,0,42,42,0,0,0,66,331,0,0,0,0,0,0,0,0,0,265,0,132,0,394,,2D43D42,6,任务
40256,任务,1962,参云腰带,2,2,10,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D01,6,任务
40257,任务,1962,千寻腰带,2,6,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40258,任务,1962,西亭腰带,9,4,10,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D02,6,任务
40259,任务,1962,萧然腰带,9,7,10,2050,2583,517,0,0,0,0,42,42,0,0,0,265,0,0,0,0,132,0,0,0,0,0,0,0,132,0,394,,2D03D47,6,任务
40260,任务,1962,寻道腰带,8,3,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D00,6,任务
40261,任务,1962,梦觉腰带,8,5,10,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D04,6,任务
40262,任务,1962,河狸腰带,6,3,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D00,6,任务
40263,任务,1962,烟花腰带,6,6,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40264,任务,1962,别离腰带,7,3,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D00,6,任务
40265,任务,1962,雪风腰带,7,6,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40266,任务,1962,何必腰带,4,2,10,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D01,6,任务
40267,任务,1962,可见腰带,4,4,10,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D02,6,任务
40268,任务,1962,姑苏腰带,11,5,10,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D04,6,任务
40269,任务,1962,古酿腰带,10,4,10,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D02,6,任务
40270,任务,1962,方唐腰带,5,2,10,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D01,6,任务
40271,任务,1962,日暮腰带,5,7,10,2050,2583,517,0,0,0,0,42,42,0,0,0,397,0,0,0,0,0,0,0,0,0,0,265,0,132,0,394,,2D05D47,6,任务
40272,任务,1962,云翔玉带,12,5,10,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D04,6,任务
40273,任务,1962,抱竹玉带,12,7,10,2050,2583,517,0,0,0,0,42,42,0,0,0,397,0,0,0,0,0,0,0,0,0,0,265,0,132,0,394,,2D05D47,6,任务
40274,任务,7685,礼良腰带,13,3,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,265,0,0,0,,2D39D00,6,任务
40275,任务,7685,故生腰带,13,6,10,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40276,任务,8863,驭神腰带,14,4,10,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D02,6,任务
40277,任务,11033,秋兰腰带,15,5,10,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,265,0,0,0,,2D39D04,6,任务
40278,任务,1186,室图鞋,3,2,5,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D39D12,6,任务
40279,任务,1186,束手鞋,3,7,5,2050,2583,517,0,0,0,0,42,42,0,0,0,66,0,199,0,0,132,0,0,0,0,0,0,0,132,0,394,,2D46D03,6,任务
40280,任务,1186,参云鞋,2,2,5,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D39D13,6,任务
40281,任务,1186,千寻鞋,2,6,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40282,任务,1186,西亭鞋,9,4,5,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D39D18,6,任务
40283,任务,1186,萧然鞋,9,7,5,2050,2583,517,0,0,0,0,42,42,0,0,0,66,0,0,199,1915,132,0,0,0,0,0,0,0,132,0,394,,2D46D03,6,任务
40284,任务,1186,寻道鞋,8,3,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,556,0,0,0,0,265,0,0,,2D00D11,6,任务
40285,任务,1186,梦觉鞋,8,5,5,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,556,0,0,0,0,265,0,0,,2D04D11,6,任务
40286,任务,1186,河狸鞋,6,3,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D39D14,6,任务
40287,任务,1186,烟花鞋,6,6,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40288,任务,1186,别离鞋,7,3,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D39D28,6,任务
40289,任务,1186,雪风鞋,7,6,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40290,任务,1186,何必鞋,4,2,5,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D39D28,6,任务
40291,任务,1186,可见鞋,4,4,5,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D39D18,6,任务
40292,任务,1186,姑苏鞋,11,5,5,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D39D18,6,任务
40293,任务,1186,古酿鞋,10,4,5,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D39D18,6,任务
40294,任务,1186,方唐鞋,5,2,5,2050,2583,358,0,0,0,131,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D39D32,6,任务
40295,任务,1186,日暮鞋,5,7,5,2050,2583,517,0,0,0,0,42,42,0,0,0,66,0,199,0,0,132,0,0,0,0,0,0,0,132,0,394,,2D46D03,6,任务
40296,任务,1186,云翔短靴,12,5,5,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D39D18,6,任务
40297,任务,1186,抱竹短靴,12,7,5,2050,2583,517,0,0,0,0,42,42,0,0,0,66,0,199,0,0,132,0,0,0,0,0,0,0,132,0,394,,2D46D03,6,任务
40298,任务,7688,礼良鞋,13,3,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,285,0,0,0,556,0,0,265,0,0,,2D39D14,6,任务
40299,任务,7688,故生鞋,13,6,5,2050,2583,358,131,0,0,0,34,42,0,0,0,0,0,0,0,0,0,0,257,0,0,0,477,0,0,0,0,,2D05D41,6,任务
40300,任务,8865,驭神鞋,14,4,5,2050,2583,358,0,131,0,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D39D18,6,任务
40301,任务,11034,秋兰鞋,15,5,5,2050,2583,358,0,0,131,0,42,34,0,0,0,0,0,0,0,0,0,237,0,0,0,556,0,0,265,0,0,,2D39D18,6,任务
40302,任务,1991,室图裤,3,2,7,2050,3690,511,0,0,0,187,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D01,6,任务
40303,任务,1991,束手裤,3,7,7,2050,3690,738,0,0,0,0,75,75,0,0,0,95,473,0,0,0,0,0,0,0,0,0,0,379,189,0,394,,2D03D43,6,任务
40304,任务,1991,参云裤,2,2,7,2050,3690,511,0,0,0,187,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D01,6,任务
40305,任务,1991,千寻裤,2,6,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,0,366,681,0,0,0,0,0,0,0,,2D41D39,6,任务
40306,任务,1991,西亭裤,9,4,7,2050,3690,511,0,187,0,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D02,6,任务
40307,任务,1991,萧然裤,9,7,7,2050,3690,738,0,0,0,0,75,75,0,0,0,568,0,0,0,0,0,0,0,0,0,0,379,0,189,0,394,,2D03D42,6,任务
40308,任务,1991,寻道裤,8,3,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D00,6,任务
40309,任务,1991,梦觉裤,8,5,7,2050,3690,511,0,0,187,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D04,6,任务
40310,任务,1991,河狸裤,6,3,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D00,6,任务
40311,任务,1991,烟花裤,6,6,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,0,366,681,0,0,0,0,0,0,0,,2D41D39,6,任务
40312,任务,1991,别离裤,7,3,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D00,6,任务
40313,任务,1991,雪风裤,7,6,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,0,366,681,0,0,0,0,0,0,0,,2D41D39,6,任务
40314,任务,1991,何必裤,4,2,7,2050,3690,511,0,0,0,187,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D01,6,任务
40315,任务,1991,可见裤,4,4,7,2050,3690,511,0,187,0,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D02,6,任务
40316,任务,1991,姑苏裤,11,5,7,2050,3690,511,0,0,187,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D04,6,任务
40317,任务,1991,古酿裤,10,4,7,2050,3690,511,0,187,0,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D02,6,任务
40318,任务,1991,方唐裤,5,2,7,2050,3690,511,0,0,0,187,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D01,6,任务
40319,任务,1991,日暮裤,5,7,7,2050,3690,738,0,0,0,0,75,75,0,0,0,95,0,284,0,0,189,0,0,0,0,0,0,0,189,0,394,,2D03D42,6,任务
40320,任务,1991,云翔裤,12,5,7,2050,3690,511,0,0,187,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D04,6,任务
40321,任务,1991,抱竹裤,12,7,7,2050,3690,738,0,0,0,0,75,75,0,0,0,95,0,0,473,2736,0,0,0,0,0,0,0,379,189,0,394,,2D03D44,6,任务
40322,任务,7687,礼良裤,13,3,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D39D00,6,任务
40323,任务,7687,故生裤,13,6,7,2050,3690,511,187,0,0,0,60,75,0,0,0,0,0,0,0,0,0,0,366,681,0,0,0,0,0,0,0,,2D41D39,6,任务
40324,任务,8864,驭神裤,14,4,7,2050,3690,511,0,187,0,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D02,6,任务
40325,任务,11031,秋兰裤,15,5,7,2050,3690,511,0,0,187,0,75,60,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D39D04,6,任务
40326,任务,2827,室图头带,3,2,9,2050,3321,460,0,0,0,168,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D01D39,6,任务
40327,任务,2827,束手头带,3,7,9,2050,3321,664,0,0,0,0,67,67,0,0,0,85,426,0,0,0,0,0,0,0,0,0,341,0,170,0,394,,2D05D47,6,任务
40328,任务,2827,参云头带,2,2,9,2050,3321,460,0,0,0,168,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D01D39,6,任务
40329,任务,2827,千寻头带,2,6,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40330,任务,2827,西亭头带,9,4,9,2050,3321,460,0,168,0,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D02D39,6,任务
40331,任务,2827,萧然头带,9,7,9,2050,3321,664,0,0,0,0,67,67,0,0,0,341,0,0,0,0,170,0,0,0,0,0,0,0,170,0,394,,2D03D42,6,任务
40332,任务,2827,寻道头带,8,3,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D00D39,6,任务
40333,任务,2827,梦觉头带,8,5,9,2050,3321,460,0,0,168,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D04D39,6,任务
40334,任务,2827,河狸头带,6,3,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D00D39,6,任务
40335,任务,2827,烟花头带,6,6,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40336,任务,2827,别离头带,7,3,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D00D39,6,任务
40337,任务,2827,雪风头带,7,6,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40338,任务,2827,何必头带,4,2,9,2050,3321,460,0,0,0,168,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D01D39,6,任务
40339,任务,2827,可见头带,4,4,9,2050,3321,460,0,168,0,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D02D39,6,任务
40340,任务,2827,姑苏头带,11,5,9,2050,3321,460,0,0,168,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D04D39,6,任务
40341,任务,2827,古酿头带,10,4,9,2050,3321,460,0,168,0,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D02D39,6,任务
40342,任务,2827,方唐头带,5,2,9,2050,3321,460,0,0,0,168,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D01D39,6,任务
40343,任务,2827,日暮头带,5,7,9,2050,3321,664,0,0,0,0,67,67,0,0,0,511,0,0,0,0,0,0,0,0,0,0,341,0,170,0,394,,2D47D42,6,任务
40344,任务,2827,云翔头带,12,5,9,2050,3321,460,0,0,168,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D04D39,6,任务
40345,任务,2827,抱竹头带,12,7,9,2050,3321,664,0,0,0,0,67,67,0,0,0,511,0,0,0,0,0,0,0,0,0,0,341,0,170,0,394,,2D47D42,6,任务
40346,任务,7683,礼良帽,13,3,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,366,0,0,0,715,0,341,0,0,0,,2D00D39,6,任务
40347,任务,7683,故生帽,13,6,9,2050,3321,460,168,0,0,0,54,67,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,,2D41D00,6,任务
40348,任务,8860,驭神头带,14,4,9,2050,3321,460,0,168,0,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D02D39,6,任务
40349,任务,11029,秋兰头带,15,5,9,2050,3321,460,0,0,168,0,67,54,0,0,0,0,0,0,0,0,0,305,0,0,0,715,0,341,0,0,0,,2D04D39,6,任务
40350,任务,1972,室图上衣,3,2,8,2050,3690,511,0,0,0,187,67,84,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D53D03,6,任务
40351,任务,1972,束手上衣,3,7,8,2050,3690,738,0,0,0,0,84,84,0,0,0,95,473,0,0,0,0,0,0,0,0,0,0,379,189,0,394,,2D47D03,6,任务
40352,任务,1972,参云上衣,2,2,8,2050,3690,511,0,0,0,187,67,84,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,379,379,0,0,,2D50D03,6,任务
40353,任务,1972,千寻上衣,2,6,8,2050,3690,511,187,0,0,0,67,84,0,0,0,0,0,0,0,0,0,0,366,681,0,0,0,0,0,0,0,,2D24D00,6,任务
40354,任务,1972,西亭上衣,9,4,8,2050,3690,511,0,187,0,0,84,67,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,379,379,0,0,,2D09D03,6,任务
40355,任务,1972,萧然上衣,9,7,8,2050,3690,738,0,0,0,0,84,84,0,0,0,568,0,0,0,0,0,0,0,0,0,0,379,0,189,0,394,,2D47D03,6,任务
